# Drift report generated 2026-01-30T15:23:50.672175
# Source file: /Users/andnie01/repo/pers/principles-of-faith/english/chapters/chapter9_chapter_9_the_church_our_role_in_it.md
# Back translation: /Users/andnie01/repo/pers/kli-translation-pipeline_principles-of-faith/somali/pipeline2/backtranslation/chapters/chapter9_chapter_9_the_church_our_role_in_it.md
"id","similarity","translation_quality","source","back_translation"
"1","0.9166","MEDIUM","The church is how God shows Himself on earth-through His people, doing His work. We are called to be His body, we are His hands and feet to accomplish His work and purpose. Without our efforts the harvest will remain in the field and will go un-reaped.","The Church is how God reveals Himself on earth—by having His people do His work. We are called to be His body; we are His hands and feet to carry out His work and purpose. If our effort diminishes, the harvest will remain in the field and will not be gathered."
"2","0.853","MEDIUM","## Who is the Church?","## What is the Church?"
"3","0.959","HIGH","The church, ***Ekklesia** (eh-klee-SEE-ah - **G1577**),* is derived from two Greek words:","The Church, ***Ekklesia** (eh-klee-SEE-ah - **G1577**),* comes from two Greek words:"
"4","0.8226","LOW","- **""Ek""**: ""Out of.""","- **""Ek""**: ""Come out."""
"5","1.0","HIGH","- **""Kaleo""**: ""To call.""","- **""Kaleo""**: ""To call."""
"6","0.9757","HIGH","Together, **Ekklesia** literally means ""called out"" or ""called out assembly."" In ancient Greek city-states, it referred to a gathering of citizens summoned for a specific purpose, such as legislative or judicial meetings. It was a secular term denoting an assembly of people.","Together, **Ekklesia** literally means ""those who are called"" or ""a called assembly."" In the ancient Greek city-state, it referred to a gathering of citizens called for a specific purpose, such as legislative or judicial meetings. It was a civic term denoting an assembly of people."
"7","0.9435","HIGH","In the New Testament, it is used primarily to refer to the community of believers in Jesus Christ. It can denote:","In the New Testament, it is most often used to refer to the community of believers in Jesus Christ. It can signify:"
"8","0.9855","HIGH","- **The Local Church**: A specific gathering of believers in a particular location (e.g., the church at Corinth, Philippi, etc.).","- **The Local Church**: A particular gathering of believers in a specific place (e.g., the church at Corinth, Philippi, etc.)."
"9","1.0","HIGH","<span class=""x-scripture"" data-book=""1CO"" data-chapter=""1"" data-lang=""en"" data-type=""quote"" data-verses=""2"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">","<span class=""x-scripture"" data-book=""1CO"" data-chapter=""1"" data-lang=""en"" data-type=""quote"" data-verses=""2"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">"
"10","1.0","HIGH","> **<u>1 Corinthians 1:2</u>** (NKJV)\\n>\\n> To the church of God which is at Corinth, to those who are sanctified in Christ Jesus, called to be saints, with all who in every place call on the name of Jesus Christ our Lord, both theirs and ours:\\n>","> **<u>1 Corinthians 1:2</u>** (NKJV)\\n>\\n> To the church of God which is at Corinth, to those who are sanctified in Christ Jesus, called to be saints, with all who in every place call on the name of Jesus Christ our Lord, both theirs and ours:\\n>"
"11","1.0","HIGH","</span>","</span>"
"12","0.8962","MEDIUM","- **The Universal Church**: The collective body of all believers across time and space.","- **The Universal Church**: The corporate body of all believers at all times and in every place."
"13","1.0","HIGH","<span class=""x-scripture"" data-book=""MAT"" data-chapter=""16"" data-lang=""en"" data-type=""fragment"" data-verses=""18"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">","<span class=""x-scripture"" data-book=""MAT"" data-chapter=""16"" data-lang=""en"" data-type=""fragment"" data-verses=""18"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">"
