# Drift report generated 2026-01-30T15:23:02.049465
# Source file: /Users/andnie01/repo/pers/principles-of-faith/english/chapters/chapter5_chapter_5_repentance_from_dead_works.md
# Back translation: /Users/andnie01/repo/pers/kli-translation-pipeline_principles-of-faith/somali/pipeline2/backtranslation/chapters/chapter5_chapter_5_repentance_from_dead_works.md
"id","similarity","translation_quality","source","back_translation"
"1","0.9788","HIGH","Oftentimes in Christianity we think about repentance as fundamental only to the beginning of our faith in Jesus. The heart of repentance goes much deeper than turning away from sin unto salvation. Repentance from dead works means living with our hearts turned away from the things that harm us or stunt our growth-and turned toward the things of God.","We often see repentance in Christianity as foundational only to the beginning of our faith in Jesus. The heart of repentance goes much deeper than turning away from sin with regard to salvation. Repentance from dead works means a life in which our hearts turn away from the things that harm us or hinder our growth—and turn toward the things of God."
"2","0.9779","HIGH","The author of Hebrews sets ‘repentance from dead works’ as the first item in the list of the foundational doctrines after the foundational principles of the Messiah (Chapter 4).","The author of Hebrews places ‘repentance from dead works’ as the first item in the list of foundational doctrines after the elementary principles of Christ (Chapter 4)."
"3","1.0","HIGH","<span class=""x-scripture"" data-book=""HEB"" data-chapter=""6"" data-lang=""en"" data-type=""quote"" data-verses=""1"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">","<span class=""x-scripture"" data-book=""HEB"" data-chapter=""6"" data-lang=""en"" data-type=""quote"" data-verses=""1"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">"
"4","1.0","HIGH","> **<u>Hebrews 6:1</u>** (NKJV)\\n>\\n> Therefore, leaving the discussion of the elementary principles of Christ, let us go on to perfection, not laying again the foundation of repentance from dead works and of faith toward God,\\n>","> **<u>Hebrews 6:1</u>** (NKJV)\\n>\\n> Therefore, leaving the discussion of the elementary principles of Christ, let us go on to perfection, not laying again the foundation of repentance from dead works and of faith toward God,\\n>"
"5","1.0","HIGH","</span>","</span>"
"6","0.9112","MEDIUM","Let's take an in-depth look at the Greek for this phrase:","Let’s take a deeper look at the Greek of this phrase:"
"7","1.0","HIGH","[See Table 4](../tables/table4.md)","[See Table 4](../tables/table4.md)"
"8","1.0","HIGH","### Dead Works","### Dead Works"
"9","0.9216","HIGH","Every person who has ever been employed knows what work is. Work is the set of tasks that you undertake to receive a paycheck so you can earn a living (employment). Employment is an agreement to trade your talents and efforts for something of value that will help sustain you. You work because you get something out of it.","Anyone who has ever been employed knows what work is. Work is the activities you do to receive wages in order to earn a living (employment). Employment is an agreement in which you exchange your gifts and efforts for something of value that supports you. You work because you get something out of it."
"10","0.9675","HIGH","Our work is important, it can bring a sense of purpose, often a sense of identity. It's very common to be asked ‘What do you do for a living?’ and the response begins with a statement of identity ‘I am’. While work can be enjoyable and purposeful, it is also very likely to be physically or mentally tough, difficult, challenging, and stressful. If your job is none of these things, you might find it too menial and boring.","Our work is important; it can bring a sense of purpose, and often a sense of identity. It’s very common to be asked, ‘What do you do in life?’ and the answer begins with an identity statement, ‘I am’. Although work can be enjoyable and purposeful, it is also very likely to be physically or mentally demanding, heavy, challenging, and stressful. If your job is none of these things, you might see it as too easy and quite boring."
