# Drift explanation generated 2026-01-30T14:21:46.426175
# Source drift file: /Users/andnie01/repo/pers/kli-translation-pipeline_principles-of-faith/arabic/pipeline2/analysis/chapters/drift_report_chapter1_chapter_1_sound_doctrine_matters_vs_chapter1_chapter_1_sound_doctrine_matters.csv
"id","similarity","translation_quality","meaning_change","type","summary","source","back_translation"
"2","0.8443","LOW","yes","doctrinal","The original paragraph uses the term 'doctrine,' which implies a formal set of beliefs, while the back-translated paragraph uses 'teaching,' which can be broader and less formal. This change alters the doctrinal emphasis from a specific set of beliefs to a more general concept of instruction.","When Jesus instructed His church to ‘teach’, He was instructing them to share His doctrine.","When Jesus commanded His church to «teach»، He was instructing them to share His teaching."
"6","0.8623","MEDIUM","no","paraphrase","Both paragraphs convey the same essential message that Jesus instructs individuals to learn and share His teachings with others, with no significant changes in meaning.","In other words, Jesus is instructing all of us to learn His teachings and to replicate them in others.","In other words، Jesus instructs each one of us to learn His teachings and to reproduce them in others."
"18","0.8813","MEDIUM","no","paraphrase","Both paragraphs convey the same core message about the necessity of building one's life on faith to withstand various challenges, maintaining the original intent and doctrinal meaning.","We cannot expect our lives to stand strong in the face of difficulties, challenges, tribulations, persecutions, or just ordinary life if we have not built our lives on the strong rock of faith.","We cannot expect our lives to withstand hardships, challenges, trials, and persecutions، or even the details of daily life، unless we build our lives on the solid rock of faith."
"19","0.9172","MEDIUM","no","paraphrase","Both paragraphs convey the same message about the necessity of active participation and discipline in both physical fitness and faith to fully realize the benefits of membership, without any significant changes in meaning.","It takes more than a gym membership to make a person healthy and physically fit. You must continue in the discipline of the gym to get the full benefits of membership. Likewise, we cannot merely attend a church or casually claim to be Christians, we all must become educated, trained, equipped, disciplined in the faith, only then will we realize the full benefits of membership!","Gym membership alone is not enough for a person to become healthy and physically fit. Rather, one must continue in the discipline of the gym to obtain the full benefits of membership. Likewise، we cannot be content with attending church or the passing claim that we are Christians؛ rather, we must all learn, train, be equipped, and be disciplined in the faith, and only then will we receive the full benefits of membership!"
"20","0.8551","MEDIUM","no","paraphrase","Both paragraphs convey the same core message about the importance of not only personal spiritual growth but also the responsibility to teach and disciple others in the faith. The differences in wording do not alter the overall meaning or intent.","Jesus’ charge extends beyond us. It’s great that we become whole, healthy, disciplined, submitted to God, but we must teach, train, equip, lead, and disciple others into the faith as well!","Jesus’s commission goes beyond our boundaries. It is wonderful to become complete, healthy, disciplined, and submitted to God, but we must also teach, train, equip, lead, and make other disciples in the faith!"
"27","0.9042","MEDIUM","no","paraphrase","Both paragraphs convey the same core message about the necessity of abiding in Jesus' word to know the truth that brings freedom, with only slight variations in wording and structure.","Being Jesus' disciple is only possible by continuing in His word (his logos)! The result of continuing in His word is our knowledge of the truth, which makes us free!","Being a disciple of Jesus is only possible by abiding in His word (His Logos)! And the result of abiding in His word is our knowing the truth, which is what sets us free!"
"29","0.9147","MEDIUM","no","paraphrase","The back-translation maintains the same doctrinal meaning and intent as the original, simply using different wording to convey the same concept of submitting to sound teaching.","1.  Be a disciple -\\\\> subject ourselves to the discipline of sound doctrine.","1.  To be disciples -\\\\> to submit ourselves to the discipline of sound teaching."
"41","0.8934","MEDIUM","no","paraphrase","The back-translation maintains the original meaning and intent, simply rephrasing the sentence without altering the doctrinal or logical relationships.","God has given the church these special gifts to bring us to maturity, so we can and are:","God has given the church these special gifts to bring us to maturity, so that we become:"
"42","0.8787","MEDIUM","no","paraphrase","The back-translated paragraph maintains the same conceptual meaning as the original, simply using different wording to express the idea of being able to work and produce results.","- Able to do work and bear fruit","- capable of working and bearing fruit"
"43","0.8512","MEDIUM","no","paraphrase","The phrases 'unified in the faith' and 'united in the faith' convey the same concept of togetherness in belief, with no significant change in meaning.","- Unified in the faith","- united in the faith"
