# Drift explanation generated 2026-01-30T14:19:41.348140
# Source drift file: /Users/andnie01/repo/pers/kli-translation-pipeline_principles-of-faith/arabic/pipeline2/analysis/chapters/drift_report_chapter3_chapter_3_sin_and_redemption_vs_chapter3_chapter_3_sin_and_redemption.csv
"id","similarity","translation_quality","meaning_change","type","summary","source","back_translation"
"5","0.8827","MEDIUM","no","paraphrase","The back-translation maintains the original concepts of a single moment of sin and habitual sin, using different wording but preserving the same doctrinal meaning.","- Sin of a single moment, sin habitually committed","- Momentary sin, sin committed habitually"
"6","0.8257","LOW","no","paraphrase","The back-translation maintains the same doctrinal meaning and logical relationship as the original, simply rephrasing the concepts without altering their intent.","- Sin requiring severe punishment like death, sin requiring financial restitution","- Sin that warrants severe punishment such as death, sin that warrants financial restitution"
"13","0.9126","MEDIUM","no","paraphrase","The back-translation maintains the same conceptual meaning as the original, simply using different wording for 'murder' and 'Able,' which does not alter the theological implications of the text.","Let's consider Cain’s murder of his brother Able in Genesis 4.","Let’s look at Cain’s killing of his brother Abel in Genesis 4."
"19","0.8961","MEDIUM","yes","doctrinal","The original paragraph uses 'devour' to imply a more aggressive and consuming nature of sin, while the back-translation uses 'crouching to pounce,' which suggests a more predatory and stealthy approach. This change alters the perception of sin's nature and its threat level.","2.  He ignored the warning from Jehovah (God), that sin was waiting to devour him.","2.  He ignored Yahweh’s (God’s) warning that sin was crouching to pounce on him."
"23","0.8378","LOW","yes","doctrinal","The term 'sacrifice' carries specific theological implications, often related to atonement or offering to a deity, whereas 'offering' is more general and may not convey the same depth of meaning in a religious context.","- His sacrifice was not accepted.","- His offering was not accepted."
"24","0.8129","LOW","yes","doctrinal","The term 'sacrifice' carries specific theological implications related to atonement and devotion, while 'offering' is more general and can refer to various types of gifts or contributions. This change alters the doctrinal significance of the original statement.","- He felt miserable about the state of his sacrifice.","- He felt miserable about the state of his offering."
"25","0.7547","LOW","no","paraphrase","Both phrases convey the idea that sin has a powerful and consuming effect on the individual. The back-translation maintains the original meaning without altering its doctrinal, logical, or intentional aspects.","- He was devoured by sin.","- Sin consumed him."
"26","0.8641","MEDIUM","no","paraphrase","The back-translated paragraph conveys the same essential meaning as the original, stating that the brother is deceased and that the parents have lost their son, without altering the doctrinal or logical relationships.","- His brother was dead, his parents lost their child.","- His brother was dead، and his parents lost their son."
"27","0.9104","MEDIUM","yes","logical","The original implies that God cursed the ground specifically against Cain, suggesting a direct consequence of Cain's actions. The back-translation changes this to a causal relationship ('because of Cain'), which alters the logical connection between Cain's actions and the curse.","- God cursed the ground against Cain, he had to live as a vagabond.","- God cursed the ground because of Cain، and he had to live as a wanderer."
"28","0.8502","MEDIUM","no","paraphrase","Both paragraphs convey the same core idea that Cain must endure his punishment without relief, with slight variations in wording but no change in meaning.","- Cain had to endure his punishment; he would not get relief.","- Cain had to bear his punishment؛ he would not find rest."
"30","0.919","MEDIUM","no","paraphrase","The back-translation maintains the same doctrinal meaning and logical relationship as the original, simply rephrasing the content without altering its intent or theological implications.","- Cain left the presence of God; the scriptures do not mention Cain ever being with God again.","- Cain went out from the presence of God؛ and the Scriptures do not mention that Cain was with God again."
"31","0.884","MEDIUM","no","paraphrase","Both paragraphs convey the same idea that Cain's sin had significant consequences for himself and those connected to him. The wording is different, but the core message remains unchanged.","Pretty severe! Cain’s sin carried a hefty price for himself, for Able, for his parents, and for his own future family and lineage.","A very harsh thing! Cain’s sin exacted a heavy price on himself، on Abel، on his parents، and on his family and future descendants."
"32","0.9095","MEDIUM","no","paraphrase","The back-translated paragraph maintains the same doctrinal meaning and logical relationships as the original, simply rephrasing the content without altering the core concepts.","God is a holy (pure, innocent, blameless) God. When man sins, a person separates himself from God, and the effect of our sin is spiritual death, and quite possibly natural death as well.","God is a holy God (pure، innocent، blameless). When a person sins، he separates himself from God، and the effect of our sins is spiritual death، and perhaps also physical death."
