# Drift report generated 2025-10-08T07:13:57.846226
# Source file: source/AUTOGEN/chapters/chapter12_chapter_12_discipleship.md
# Back translation: backtranslation/chapter12_chapter_12_discipleship.md
"id","similarity","translation_quality","source","back_translation"
"1","0.9959","HIGH","Discipleship means following Jesus, learning from Him, and becoming more like Him in how we live and love. It involves a lifelong journey of obedience, transformation, and service, guided by the Holy Spirit, and rooted in God’s Word.","Discipleship means following Jesus, learning from Him, and becoming more like Him in how we live and love. It involves a lifelong journey of obedience, transformation, and service, led by the Holy Spirit and rooted in the Word of God."
"2","1.0","HIGH","Discipleship is the primary command in the Great Commission. Jesus defined this mission in:","Discipleship is the primary command in the Great Commission. Jesus defined this mission in:"
"3","1.0","HIGH","<span class=""x-scripture"" data-type=""quote"" data-book=""Matthew"" data-chapter=""28"" data-verses=""18-20"" data-lang=""en"" data-version=""NKJV"">","<span class=""x-scripture"" data-type=""quote"" data-book=""Matthew"" data-chapter=""28"" data-verses=""18-20"" data-lang=""en"" data-version=""NKJV"">"
"4","0.9999","HIGH","> **<u>Matthew 28:18-20</u>** (NKJV) ***18** And Jesus came and spoke to them, saying, ""All authority has been given to Me in heaven and on earth.* ***19** Go therefore and make disciples of all the nations, baptizing them in the name of the Father and of the Son and of the Holy Spirit,* ***20** teaching them to observe all things that I have commanded you; and lo, I am with you always, even to the end of the age."" Amen.*","> **<u>Matthew 28:18-20</u>** (NKJV) ***18** And Jesus came and spoke to them, saying, ""All authority has been given to Me in heaven and on earth.* ***19** Go therefore and make disciples of all the nations, baptizing them in the name of the Father and of the Son and of the Holy Spirit,* ***20** teaching them to observe all things that I have commanded you; and lo, I am with you always, even to the end of the age."" Amen.*"
"5","1.0","HIGH","</span>","</span>"
"6","0.9965","HIGH","We, His followers, are to *“go and make disciples of all nations.”* Discipleship is about personal growth and about multiplying that growth by teaching others to follow Christ. Discipleship is the vehicle through which we build the Kingdom of God; the teachings of Jesus are the message.","We, His followers, are to *“go and make disciples of all nations.”* Discipleship is about personal growth and also multiplying that growth by teaching others to follow Christ. Discipleship is the vehicle by which we build the Kingdom of God; the teachings of Jesus are the message."
"7","0.986","HIGH","The call to be a disciple is more than attending church or learning Bible verses-it is an invitation to live like Jesus and to partner with Him in advancing God’s Kingdom. Genuine discipleship helps believers become spiritually mature and effective for ministry (<span class=""x-scripture"" data-type=""ref"" data-book=""Ephesians"" data-chapter=""4"" data-verses=""13"" data-lang=""en"" data-version=""NKJV"">Ephesians 4:13</span>). It shapes both the heart and skills needed to serve others and share the Gospel. As Paul instructed Timothy in <span class=""x-scripture"" data-type=""ref"" data-book=""2 Timothy"" data-chapter=""2"" data-verses=""2"" data-lang=""en"" data-version=""NKJV"">2 Timothy 2:2</span>, discipleship follows a pattern of spiritual multiplication, where trained disciples continue raising up new followers to lead other to Christ.","The call to be a disciple is more than attending church or learning Bible verses-it is an invitation to live like Jesus and to partner with Him in advancing God’s Kingdom. True discipleship helps believers grow spiritually and become effective for ministry (<span class=""x-scripture"" data-type=""ref"" data-book=""Ephesians"" data-chapter=""4"" data-verses=""13"" data-lang=""en"" data-version=""NKJV"">Ephesians 4:13</span>). It forms the heart and skills needed to serve others and share the Gospel. As Paul instructed Timothy in <span class=""x-scripture"" data-type=""ref"" data-book=""2 Timothy"" data-chapter=""2"" data-verses=""2"" data-lang=""en"" data-version=""NKJV"">2 Timothy 2:2</span>, discipleship follows a pattern of spiritual multiplication, in which trained disciples continue to raise up new followers to lead others to Christ."
"8","0.9794","HIGH","Discipleship is both an individual calling and a global mission. On a personal level, it involves growing in faith, developing an active spiritual life, being in relationship with others & God. At the same time, it fuels the mission of the Church to reach every nation with the Gospel, ensuring that the message of Christ continues to expand and transform lives across generations.","Discipleship is both a personal calling and a global mission. On a personal level, it involves growing in faith, cultivating a vibrant spiritual life, and being in relationship with others and with God. At the same time, it fuels the Church’s mission to reach every nation with the Gospel, ensuring that Christ’s message continues to spread and transform lives generation after generation."
"9","0.921","HIGH","## Why Discipleship Matters","## Why Discipleship Is Important"
"10","0.9602","HIGH","The impact of discipleship goes beyond personal transformation-it has a Kingdom impact. Paul reminded Timothy in <span class=""x-scripture"" data-type=""ref"" data-book=""2 Timothy"" data-chapter=""2"" data-verses=""2"" data-lang=""en"" data-version=""NKJV"">2 Timothy 2:2</span> to entrust what He had learned to faithful men who would then teach others also. This generational pattern highlights how discipleship is the engine that drives the growth and sustainability of the Church. Discipleship matters because it was Jesus’ chosen method for spreading the Gospel and building His Church.","The impact of discipleship goes beyond personal transformation—it has Kingdom impact. Paul reminded Timothy in <span class=""x-scripture"" data-type=""ref"" data-book=""2 Timothy"" data-chapter=""2"" data-verses=""2"" data-lang=""en"" data-version=""NKJV"">2 Timothy 2:2</span> to entrust what he had learned to faithful people who would also teach others. This generational system shows how discipleship becomes the engine that drives the growth and resilience of the Church. Discipleship is important because it was Jesus’ chosen method for spreading the Gospel and building His Church."
