# Drift explanation generated 2026-01-30T01:25:35.096209
# Source drift file: /Users/andnie01/repo/pers/kli-translation-pipeline_principles-of-faith/spanish/pipeline2/analysis/chapters/drift_report_chapter14_back_4_end_of_chapter_activities_vs_chapter14_back_4_end_of_chapter_activities.csv
"id","similarity","translation_quality","meaning_change","type","summary","source","back_translation"
"3","0.8386","LOW","no","paraphrase","The back-translated paragraph retains the same intent and meaning as the original, simply using different wording to describe the activity of matching Bible passages.","### Activity 1: Scripture Match-Up","### Activity 1: Matching Bible Passages"
"12","0.8469","LOW","yes","intentional","The original phrase 'Have each group' implies a directive for groups to engage in a specific activity, while 'Ask each group' suggests a more passive approach, potentially altering the intended level of engagement.","3.  **Group Discussion** - Have each group:","3.  **Group discussion** - Ask each group:"
"13","0.9115","MEDIUM","no","paraphrase","The back-translation maintains the same directive to read Scripture aloud, with only a slight modification in wording that does not alter the overall meaning or intent.","- **Read their assigned Scripture** aloud.","- **Read the assigned Scripture passage** aloud."
"16","0.9152","MEDIUM","no","paraphrase","The back-translation maintains the same core message and intent as the original, simply using different wording without altering the meaning of the task being described.","4.  **Share Insights** - Groups take **2 minutes** each to present their Scripture, summary, and application to the whole group.","4.  **Share ideas** - Each group takes **2 minutes** to present their Scripture passage, summary, and application to the whole group."
"53","0.9122","MEDIUM","no","paraphrase","The back-translated paragraph retains the same meaning as the original, simply omitting the bold formatting without altering the content or intent.","3.  **Group Task:**","3.  Group task:"
"54","0.8673","MEDIUM","no","paraphrase","The back-translation maintains the same conceptual meaning as the original, simply using different wording ('corresponding' instead of 'accompanying') without altering the intent or doctrinal content.","- Read the **name or attribute** and the accompanying **scripture reference** from the chapter.","- Read the name or attribute and the corresponding biblical reference from the chapter."
"73","0.9148","MEDIUM","no","paraphrase","The back-translation maintains the same conceptual focus on attributes, simply rephrasing the original without altering its meaning or intent.","2.  **Attribute Focus:**","2.  **Focus on the attribute:**"
"78","0.881","MEDIUM","no","paraphrase","The back-translated phrase 'Examples of prompts' retains the same meaning as 'Example Prompts,' simply rephrasing it without altering the intent or logical relationship.","- Example Prompts:","- Examples of prompts:"
"89","0.7859","LOW","no","paraphrase","The term 'Opening Illustration' has been changed to 'Initial illustration,' but the overall meaning and intent of the phrase remain the same, indicating a brief introductory example.","1.  **Opening Illustration (5 Minutes):**","1.  **Initial illustration (5 minutes):**"
"102","0.8581","MEDIUM","yes","doctrinal","The term 'ripples' suggests a more subtle and ongoing effect of sin, while 'repercussions' implies a more direct and possibly severe consequence. This change alters the understanding of how sin affects individuals, shifting from a nuanced view to one that emphasizes immediate consequences.","- *What are some “ripples” of sin you’ve experienced personally?*","- *What are some “repercussions” of sin that you have personally experienced?*"
