# Drift explanation generated 2026-01-30T13:26:11.540347
# Source drift file: /Users/andnie01/repo/pers/kli-translation-pipeline_principles-of-faith/portugese/pipeline2/analysis/chapters/drift_report_chapter14_back_4_end_of_chapter_activities_vs_chapter14_back_4_end_of_chapter_activities.csv
"id","similarity","translation_quality","meaning_change","type","summary","source","back_translation"
"3","0.8062","LOW","no","paraphrase","The term 'Match-Up' in the original and 'Association' in the back-translation convey similar concepts of connecting or relating scripture, without altering the doctrinal meaning, logical relationship, or intent.","### Activity 1: Scripture Match-Up","### Activity 1: Scripture Association"
"12","0.9114","MEDIUM","no","paraphrase","The back-translation maintains the same intent and logical relationship as the original, simply rephrasing the instruction without altering its meaning.","3.  **Group Discussion** - Have each group:","3.  **Group discussion** - Ask each group to:"
"13","0.8755","MEDIUM","no","paraphrase","The back-translation maintains the same intent and doctrinal meaning as the original, simply using different wording to convey the same instruction regarding reading a Scripture passage aloud.","- **Read their assigned Scripture** aloud.","- **Read the assigned Bible passage** aloud."
"54","0.9096","MEDIUM","no","paraphrase","The back-translation uses 'corresponding Bible reference' instead of 'accompanying scripture reference,' but both phrases convey the same concept of referring to a specific biblical text. There are no significant changes in meaning or intent.","- Read the **name or attribute** and the accompanying **scripture reference** from the chapter.","- Read the **name or attribute** and the **corresponding Bible reference** from the chapter."
"73","0.9148","MEDIUM","no","paraphrase","The back-translation maintains the same conceptual focus as the original, simply rephrasing it without altering the meaning.","2.  **Attribute Focus:**","2.  **Focus on the attribute:**"
"104","0.9161","MEDIUM","no","paraphrase","The back-translation maintains the same conceptual focus on the timeline of sin and restoration within a scriptural context, simply rephrasing the title without altering its doctrinal or intentional meaning.","### Activity 2: Sin and Restoration Timeline (Scripture Walkthrough)","### Activity 2: Timeline of Sin and Restoration (Journey through the Scriptures)"
"149","0.7954","LOW","no","paraphrase","Both paragraphs convey the same instruction to refer to a specific biblical text associated with a title, with no significant changes in meaning or intent.","- Look up the Scripture associated with the title.","- Consult the Bible passage associated with the title."
"151","0.8899","MEDIUM","no","paraphrase","The terms 'takeaway' and 'lesson' are synonymous in this context, and both phrases convey the same intent of sharing a personal insight related to faith.","- Share **one takeaway** about how this title applies to their personal faith.","- Share **one lesson** about how this title applies to your personal faith."
"152","0.7818","LOW","no","paraphrase","The term 'Wrap-Up' and 'Closing' convey the same concept of concluding remarks, with no change in doctrinal meaning, logical relationship, or intent.","3.  **Wrap-Up:**","3.  **Closing:**"
"177","0.8971","MEDIUM","no","paraphrase","The terms 'Wrap-Up' and 'Closing' are synonymous in this context, and both phrases convey the same intent of summarizing reflections.","3.  **Wrap-Up Reflection:**","3.  **Closing Reflection:**"
"191","0.7882","LOW","yes","doctrinal","The term 'self-reliance' emphasizes personal independence and the ability to depend on oneself, while 'self-sufficiency' suggests a broader concept of being able to provide for all one's needs without external assistance. This shift alters the doctrinal focus from individual autonomy to overall capability.","- **Self-Reliance:**","- **Self-sufficiency:**"
"214","0.9056","MEDIUM","no","paraphrase","Both paragraphs convey the same intent of seeking God's guidance for a fruitful life, with no significant changes in doctrinal meaning or logical relationships.","- Close with prayer for God’s guidance in leading a life of fruitfulness.","- Close with a prayer asking for God's guidance to lead a fruitful life."
"222","0.9106","MEDIUM","no","paraphrase","The back-translation uses 'path' instead of 'pathway,' but both phrases convey the same concept of discussing steps in a process. There is no significant change in meaning.","- Assign groups to discuss each step on the pathway:","- Assign groups to discuss each step of the path:"
"239","0.8109","LOW","no","paraphrase","The term 'Wrap-Up' and 'Closing' convey the same concept of concluding remarks, with no significant change in meaning or intent.","4.  **Wrap-Up:**","4.  **Closing:**"
"263","0.6898","CRITICAL","no","paraphrase","The back-translated phrase 'Examples of questions' conveys the same idea as 'Example Prompts,' maintaining the original intent and meaning without introducing any doctrinal or logical differences.","- Example Prompts:","- Examples of questions:"
"265","0.9089","MEDIUM","no","paraphrase","The back-translated paragraph maintains the same conceptual meaning as the original, with slight variations in wording but no change in intent or doctrinal significance.","- *“Is He prompting you to serve in a ministry or reach out to someone in need?”*","- *“Is He leading you to serve in a ministry or to reach someone in need?”*"
"288","0.8963","MEDIUM","no","paraphrase","The phrases 'Scripture Study' and 'Study of the Scriptures' convey the same concept of engaging with religious texts, with no significant change in doctrinal meaning, logical relationship, or intent.","2.  ***Scripture Study:***","2.  ***Study of the Scriptures:***"
