# Drift explanation generated 2026-01-30T13:26:52.978132
# Source drift file: /Users/andnie01/repo/pers/kli-translation-pipeline_principles-of-faith/portugese/pipeline2/analysis/chapters/drift_report_chapter12_chapter_12_discipleship_vs_chapter12_chapter_12_discipleship.csv
"id","similarity","translation_quality","meaning_change","type","summary","source","back_translation"
"36","0.9001","MEDIUM","no","paraphrase","The back-translation maintains the same conceptual meaning as the original, simply rephrasing the title without altering its doctrinal or intentional significance.","## Jesus’ Model and Process of Discipleship","## The Model and Process of Discipleship of Jesus"
"43","0.868","MEDIUM","yes","doctrinal","The term 'Demonstrating' implies an active process of showing or proving something, while 'Demonstration' refers to the act itself or the result of that process. This shift alters the focus from the action to the event, potentially changing the interpretation of the concept.","3.  Demonstrating","3.  Demonstration"
"44","0.7855","LOW","yes","doctrinal","The term 'Trying' suggests an effort or attempt, while 'Experimentation' implies a more systematic or scientific approach, potentially altering the understanding of the nature of participation.","4.  Participation/Trying","4.  Participation/Experimentation"
"55","0.8559","MEDIUM","yes","doctrinal","The term 'Demonstrating' implies an active process of showing or proving something, while 'Demonstration' refers to the act itself, potentially altering the emphasis from the action to the event.","### Demonstrating","### Demonstration"
"58","0.801","LOW","yes","doctrinal","The term 'Participation' in the original suggests a more active involvement or engagement, while 'Experimentation' in the back-translation implies a trial-and-error approach, potentially altering the understanding of the nature of involvement.","### Participation/Trying","### Participation/Experimentation"
"70","0.7644","LOW","no","paraphrase","The phrases 'Remain Connected' and 'Staying Connected' convey the same idea of maintaining a connection, with no significant change in meaning or intent.","### Remain Connected","### Staying Connected"
"77","0.8654","MEDIUM","yes","doctrinal","The term 'Disciple-Maker' implies a broader role focused on the process of making disciples, while 'Discipler' may suggest a more general or less active role in the discipleship process, potentially altering the emphasis on the responsibility of actively producing disciples.","### Characteristics of a Disciple-Maker","### Characteristics of a Discipler"
"78","0.8529","MEDIUM","no","paraphrase","The back-translated paragraph maintains the same doctrinal meaning and intent as the original, with only a slight variation in terminology ('disciple-maker' vs. 'discipler') that does not affect the overall message.","A disciple-maker is someone who not only follows Christ but is also committed to helping others grow in their faith. This role requires specific characteristics that reflect both spiritual maturity and practical dedication. Disciple-makers must continually rely on God’s strength, wisdom, and grace to overcome the challenges that come with leading others in their spiritual journeys.","A discipler is someone who not only follows Christ but is also committed to helping others grow in their faith. This role requires specific characteristics that reflect both spiritual maturity and practical dedication. Disciplers must continually rely on God's strength, wisdom, and grace to overcome the challenges that come with leading others on their spiritual journeys."
"83","0.8172","LOW","no","paraphrase","The phrases 'Spirit-Led' and 'Led by the Spirit' convey the same concept of guidance by the Spirit, with no significant change in meaning or intent.","#### Spirit-Led","#### Led by the Spirit"
"92","0.8905","MEDIUM","no","paraphrase","The terms 'Biblical Study' and 'Bible Study' convey the same concept of studying the Bible, with no significant change in doctrinal meaning, logical relationship, or intent.","### Biblical Study","### Bible Study"
"101","0.9157","MEDIUM","no","paraphrase","The terms 'mentorship' and 'mentoring' are synonymous and convey the same concept of guidance and support, indicating no change in meaning.","### Mentorship","### Mentoring"
