# Drift report generated 2026-01-30T13:22:30.785248
# Source file: /Users/andnie01/repo/pers/principles-of-faith/english/chapters/chapter14_chapter_14_keep_watch.md
# Back translation: /Users/andnie01/repo/pers/kli-translation-pipeline_principles-of-faith/portugese/pipeline2/backtranslation/chapters/chapter14_chapter_14_keep_watch.md
"id","similarity","translation_quality","source","back_translation"
"1","0.9716","HIGH","Having been given the spiritual authority of Christ on the Earth to establish His kingdom we should work with diligence and haste, for Jesus will return!","Having been given the spiritual authority of Christ on Earth to establish His kingdom, we must work with diligence and promptness, for Jesus will return!"
"2","0.9777","HIGH","The return of Christ is an important part of our faith. The study of the return of Christ and the end times is known as **eschatology**. Many books on eschatology have been written, and *most of them disagree with each other*! Specifically, they disagree on interpretations (figurative, literal, symbolic), the order and timings of the events in the scriptures. I'm reminded of the saying by the great Pentecostal evangelist Reinhard Bonke - “I will split hairs in heaven when I am done breaking chains on Earth!”","The return of Christ is an important part of our faith. The study of the return of Christ and the end times is known as **eschatology**. Many books on eschatology have been written, and *most of them disagree with each other*! Specifically, they disagree regarding the interpretations (figurative, literal, symbolic), the order and timing of the events in Scripture. I remember the saying of the great Pentecostal evangelist Reinhard Bonke - ""I'll argue over minutiae in heaven when I'm finished breaking chains on Earth!"""
"3","0.9608","HIGH","As the author, I’m hesitant to dive very deep into this hotly debated topic given that this book is focused primarily on fundamentals of the faith. I will stick largely to the highest-level view of the events depicted in scripture and focus on what matters most - **the** **mission of the Gospel**!","As an author, I am reluctant to dive too deeply into this hotly debated topic, since this book is focused mainly on the foundations of the faith. I will largely stick to the higher-level view of the events described in Scripture and focus on what matters most - **the** **Gospel mission**!"
"4","0.9097","MEDIUM","## Universally Agreed Upon Points:","## Universally Accepted Points:"
"5","0.9329","HIGH","1.  Jesus Is Returning","1.  Jesus Will Return"
"6","1.0","HIGH","2.  Resurrection of the Dead","2.  Resurrection of the Dead"
"7","0.9382","HIGH","3.  Judgment for All People","3.  Judgment for All"
"8","1.0","HIGH","4.  Eternal Destiny","4.  Eternal Destiny"
"9","1.0","HIGH","5.  A Defeated Enemy","5.  A Defeated Enemy"
"10","1.0","HIGH","6.  New Heaven and New Earth","6.  New Heaven and New Earth"
"11","0.9605","HIGH","For each point we will review what the concept is, look at reference scriptures, consider why it matters, and what we should do in light of it.","For each point, we'll look at what the concept is, examine the reference Scriptures, consider why it matters, and what we should do in light of it."
"12","0.96","HIGH","### **1. Jesus Is Returning**","### **1. Jesus Will Return**"
"13","0.9904","HIGH","**What It Is:** The **Second Coming of Christ** is the literal return of Jesus to the earth as King and Judge.","**What it is:** The **Second Coming of Christ** is the literal return of Jesus to Earth as King and Judge."
"14","1.0","HIGH","<span class=""x-scripture"" data-book=""ACT"" data-chapter=""1"" data-lang=""en"" data-type=""quote"" data-verses=""11"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">","<span class=""x-scripture"" data-book=""ACT"" data-chapter=""1"" data-lang=""en"" data-type=""quote"" data-verses=""11"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">"
"15","0.9793","HIGH","> **<u>Acts 1:11</u>** (NKJV)\\n>\\n> who also said, ""Men of Galilee, why do you stand gazing up into heaven? This same Jesus, who was taken up from you into heaven, will so come in like manner as you saw Him go into heaven.""\\n>","> **<u>Acts 1:11</u>** (NKJV)\\n>\\n> who also said, ""Men of Galilee, why do you stand looking into heaven? This same Jesus, who was taken up from you into heaven, will come in the same way as you saw Him go into heaven.""\\n>"
"16","1.0","HIGH","</span>","</span>"
