# Drift report generated 2026-01-30T02:01:25.826356
# Source file: /Users/andnie01/repo/pers/principles-of-faith/english/chapters/chapter14_back_5_hearing_the_voice_of_god.md
# Back translation: /Users/andnie01/repo/pers/kli-translation-pipeline_principles-of-faith/french/pipeline2/backtranslation/chapters/chapter14_back_5_hearing_the_voice_of_god.md
"id","similarity","translation_quality","source","back_translation"
"1","0.9874","HIGH","The following guest appendix by Rev. Larry Low ([<u>www.LarryLow.com</u>](http://www.larrylow.com)) complements our exploration of the Holy Spirit’s role, offering practical insights on hearing God’s voice. The following guest contribution is used with permission.","The following guest appendix from Rev. Larry Low ([<u>www.LarryLow.com</u>](http://www.larrylow.com)) complements our exploration of the role of the Holy Spirit, by offering practical insights for hearing the voice of God. The following guest contribution is used with permission."
"2","0.9623","HIGH","During prayer one morning, I asked **God** the following question: “What is the most important thing I could teach your people for the times that are heading our way?” And He answered me very quickly, and I sensed it was very urgent when He said: “**Teach them to hear My voice.**”","During prayer one morning, I asked **God** the following question : « What is the most important thing I could teach Your people for the times ahead? » And He answered me very quickly, and I felt it was very urgent when He said: « **Teach them to hear My voice.** »"
"3","0.9764","HIGH","When the Lord gives me a direction like that, I always pick up a pad and pencil and begin to write what little I know, or what I think I know, and the Scriptures that support it. I love doing Word studies on topics the Lord is leading me to teach. I love the anointing for preaching, but I really love to teach the Word. It is an adventure finding things that have always been there but have been overlooked.","When the Lord gives me a direction like that, I always take a notebook and a pencil and begin to write the little that I know, or what I think I know, as well as the Scriptures that support it. I like to do word studies on the subjects the Lord leads me to teach. I love the anointing to preach, but I truly love teaching the Word. It is an adventure to find things that have always been there but have been overlooked."
"4","0.9022","MEDIUM","David must have longed to uncover God’s Truths, for He prayed in verse 18 of Psalm 119: “Open my eyes that I may see Wondrous things from Your law.”","David must have been thirsty to discover the Truths of God, for he prayed in verse 18 of Psalm 119 : « Open my eyes, that I may see wondrous things from Your law. »"
"5","0.8975","MEDIUM","That’s what I want to see-Wondrous things from His Word.","That is what I want to see-wonderful things drawn from His Word."
"6","0.9619","HIGH","As I was studying and preparing to teach the second message on hearing and discerning God’s voice, He spoke to my heart the following:","As I was studying and preparing to teach the second message on listening to and discerning the voice of God, He said the following to my heart:"
"7","1.0","HIGH","“*Teach them to hear My voice,  \\nTeach them to honor and obey.*","“*Teach them to hear My voice,  \\nTeach them to honor and obey.*"
"8","0.9809","HIGH","*Yes, Teach them to hear My voice and I will always lead them away:  \\nAway from troubles that would destroy them,*","*Yes, teach them to hear My voice and I will always lead them away:  \\nFar from the troubles that would destroy them,*"
"9","0.9108","MEDIUM","*Away from the trials that they are in,  \\nAway to a place of peace, love, and joy that few have ever been in.*","*Far from the trials in which they find themselves,  \\nFar to a place of peace, love and joy where few have ever gone.*"
"10","0.9344","HIGH","*Away to a place of refreshing,  \\nto a place of Divine ecstasy.*","*Far to a place of refreshing,  \\nto a place of Divine ecstasy.*"
"11","0.9851","HIGH","*Oh yes, teach them to hear My voice son  \\nand these people will forever be free*.”","*Oh yes, teach them to hear My voice my son  \\nand these people will be free forever*.”"
"12","1.0","HIGH","05/27/00 9:10 A.M.","05/27/00 9:10 A.M."
"13","1.0","HIGH","The following eleven points should help you understand how the Lord will communicate with you:","The following eleven points should help you understand how the Lord will communicate with you:"
"14","0.9253","HIGH","1.  <u>Hearing God’s voice is NOT an audible sound but a KNOWING in your heart.</u>","1.  <u>Hearing the voice of God is NOT an audible sound but a CERTAINTY in your heart.</u>"
"15","0.9551","HIGH","There was one time when His Word came so clear and bold that it could have been audible. I answered Him by speaking out, it was so real. However, there was no one there but the Lord and I, so I can’t really say for sure if He spoke to me like we speak to each other.","There was a time when His Word came so clear and so bold that it could have been audible. I answered Him by speaking out loud, it was so real. However, it was only the Lord and me there, so I cannot really say with certainty whether He spoke to me as we speak to each other."
