# Drift report generated 2026-01-30T00:06:53.042801
# Source file: /Users/andnie01/repo/pers/principles-of-faith/english/chapters/chapter7_chapter_7_jesus_the_foundation_of_our_faith.md
# Back translation: /Users/andnie01/repo/pers/kli-translation-pipeline_principles-of-faith/farsi/pipeline2/backtranslation/chapters/chapter7_chapter_7_jesus_the_foundation_of_our_faith.md
"id","similarity","translation_quality","source","back_translation"
"1","0.978","HIGH","Building on our study of Jesus as the Messiah, in this chapter we continue in looking at the life, person, and work of Jesus. We’ll see that Jesus is the Mediator of a new and better covenant-and that He perfectly fills the roles of Prophet, Priest, and King. It is in this New Covenant that we as believers have good standing with God and transition from a works-based covenant to a trust-based (faith-based) covenant. Finally, we will read and study the *Apostles Creed* as a way to round-out our study on Jesus.","Building on our study of Jesus as the Messiah, in this chapter we continue to examine the life, person, and work of Jesus. We will see that Jesus is the mediator of a new and better covenant—and that he perfectly fulfills the roles of prophet, priest, and king. It is in this New Covenant that we as believers are placed in a favorable standing before God and move from a covenant based on works to a covenant based on trust (faith). Finally, as a summary of our study of Jesus, we will read and examine the Apostles’ Creed."
"2","1.0","HIGH","## Mediator of the New Covenant","## Mediator of the New Covenant"
"3","0.9714","HIGH","The concept of a mediator involves a go-between who bridges the gap between two parties, facilitating a relationship or agreement. In the Exodus story, Moses is the initial mediator of the covenant God established with His people. Moses received the law, offered the sacrifice (priest), called God’s people to obedience (prophet), and judged them (judge / king). In the remainder of the Old Testament after Moses, the mediating role was fulfilled through the role of the Prophet, the Levitical Priesthood, and the Judges and later Kings of the nation.","The concept of «mediator» refers to an intermediary who bridges the gap between two parties and facilitates a relationship or agreement. In the story of the Exodus, Moses is the first mediator of the covenant that God established with his people. Moses received the Law, offered sacrifice (priest), called God’s people to obedience (prophet), and judged them (judge/king). Throughout the Old Testament after Moses, mediating roles were carried out through the office of the prophet, the Levitical priesthood, and then the judges and later the kings of the people."
"4","0.8799","MEDIUM","Old Testament Roles of Mediators:","Mediating roles in the Old Testament:"
"5","0.9779","HIGH","1.  **Prophet:** Prophets were God’s messengers, sent to speak His heart to the people and call them back when they wandered. Moses, for example, served as a prophet who mediated the Old Covenant by receiving the Law from God and teaching it to Israel. Prophets also foretold the coming of the Messiah and the ultimate redemption of humanity. Other prominent examples of prophet include: Isaiah, Jeremiah, Elijah, Elisha, Samuel.","1.  **Prophet:** Prophets were God’s envoys, sent to speak his heart to the people and to restore them when they strayed. Moses, for example, served as a prophet who, by receiving the Law from God and teaching it to Israel, mediated the Old Covenant. The prophets also foretold the coming of the Messiah and the ultimate redemption of humanity. Other prominent examples of prophets include: Isaiah, Jeremiah, Elijah, Elisha, Samuel."
"6","0.9772","HIGH","2.  **Levitical Priesthood:** Priests acted as mediators by offering sacrifices for the atonement of sins and interceding for the people before God. The High Priest, especially, played a vital role on the Day of Atonement, entering the Holy of Holies to sprinkle blood on the mercy seat, symbolizing reconciliation with God. The priest's ministry is to intercede for the people.","2.  **Levitical priesthood:** The priests served as mediators by offering sacrifices for the atonement of sins and interceding for the people before God. Especially on the Day of Atonement, the high priest had a vital role; he entered the Holy of Holies to sprinkle blood on the “mercy seat,” which symbolized reconciliation with God. The priest’s ministry is intercession for the people."
"7","0.988","HIGH","3.  **Judge/King:** Judges, and later Kings, were charged with ruling over God’s people, enforcing His laws, judging between the people, delivering them from their enemies, and leading them in righteousness. The book of Judges tells the stories of these leaders-people like Deborah, Samson, and Gideon-whom God raised up to rescue and guide Israel. Israel later had a line of kings, many wicked, some good (see 1st and 2nd Kings, 1st and 2nd Samuel, and 1<sup>st</sup> and 2<sup>nd</sup> Chronicles). Some prominent examples are Saul, David, and Solomon.","3.  **Judge/King:** The judges, and later the kings, were charged with ruling God’s people, enforcing his laws, judging among the people, delivering them from enemies, and leading them in the way of righteousness. The book of Judges recounts the stories of these leaders—people like Deborah, Samson, and Gideon—whom God raised up to save and guide Israel. Israel later had a line of kings; many wicked and some good (see First and Second Kings, First and Second Samuel, and 1<sup>st</sup> and 2<sup>nd</sup> Chronicles). Some prominent examples include Saul, David, and Solomon."
"8","0.8987","MEDIUM","Worth noting is that all the Old Covenant mediators were fully man and not divine. As men they were able to sin, and many times were given to sin. Some of the mediators were sinful and drove people away from God and towards profane worship: false prophets, lying and corrupt priests, and wicked kings.","It is worth noting that all the mediators of the Old Testament were entirely human and not divine. Because they were human, they were capable of sinning and often fell into sin. Some of these mediators were sinners and led the people away from God into impure worship: false prophets, lying and corrupt priests, and evil kings."
"9","1.0","HIGH","### Christ as the Mediator of the New Covenant","### Christ as the Mediator of the New Covenant"
"10","0.9509","HIGH","Jesus’ death, resurrection and ascension fulfil the Old Covenant, and establish the New Covenant.","The death, resurrection, and ascension of Jesus fulfill the Old Covenant, and establish the New Covenant."
