# Drift report generated 2026-01-30T00:05:03.245086
# Source file: /Users/andnie01/repo/pers/principles-of-faith/english/chapters/chapter13_chapter_13_spiritual_authority.md
# Back translation: /Users/andnie01/repo/pers/kli-translation-pipeline_principles-of-faith/farsi/pipeline2/backtranslation/chapters/chapter13_chapter_13_spiritual_authority.md
"id","similarity","translation_quality","source","back_translation"
"1","0.946","HIGH","Jesus is the ultimate and complete source of spiritual authority. As the triumphant Christ He has final authority over all things in heaven and the earth.","Jesus is the ultimate and complete source of spiritual authority. As the victorious Messiah he has the ultimate authority over all things in heaven and on earth."
"2","0.9979","HIGH","<span class=""x-scripture"" data-book=""MAT"" data-chapter=""28"" data-lang=""en"" data-type=""quote"" data-verses=""18-20"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">","<span class=""x-scripture"" data-book=""MAT"" data-chapter=""28"" data-lang=""en"" data-type=""quote"" data-verses=""18-20"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">"
"3","0.981","HIGH","> **<u>Matthew 28:18-20</u>** (NKJV)\\n>\\n> And Jesus came and spoke to them, saying, ""All authority has been given to Me in heaven and on earth.\\n>\\n> Go therefore and make disciples of all the nations, baptizing them in the name of the Father and of the Son and of the Holy Spirit,\\n>\\n> teaching them to observe all things that I have commanded you; and lo, I am with you always, even to the end of the age."" Amen.\\n>","> **<u>Matthew 28:18-20</u>** (NKJV)\\n>\\n> And Jesus came near and spoke with them and said: ""All authority in heaven and on earth has been given to Me.\\n>\\n> Therefore go and make disciples of all nations, baptizing them in the name of the Father and the Son and the Holy Spirit,\\n>\\n> and teach them to keep everything I have commanded you; and behold, I am always with you, to the end of the age."" Amen.\\n>"
"4","1.0","HIGH","</span>","</span>"
"5","0.9945","HIGH","In this chapter we will study the authority and power of Christ, which authorities and powers He has delegated to us (His church), and how to operate in the authority of the name of Jesus. We will also study angelic and demonic beings and examine their authority, power, and natures.","In this chapter we will study the authority and power of Christ, the authorities and powers that he has delegated to us (his church), and how to operate in the authority of the name of Jesus. We will also examine angelic and demonic beings and assess their authority, power, and natures."
"6","0.9933","HIGH","Authority means having the right to act. Power is the ability to carry it out. Both are essential in the spiritual life. Authority is different from power. Let’s look at the following table which compares authority &amp; power and consider a few examples.","Authority means having the right to act. Power is the ability to do it. Both are essential in the spiritual life. Authority is different from power. Let us look at the table below that compares authority &amp; power and consider a few examples."
"7","1.0","HIGH","[See Table 7](../tables/table7.md)","[See Table 7](../tables/table7.md)"
"8","0.9999","HIGH","Here are a few examples to help understand the difference between power and authority.","Here are a few examples to help understand the difference between power and authority."
"9","0.9864","HIGH","Example 1: At work, an employee may have the talents and skills to conduct a sale of the company's assets (power). This power is lawful if they also have the associated permission (authority) from the company’s owners. Without this authority, selling the company's assets is theft.","Example 1: At the workplace, an employee may have the talents and skills to carry out the sale of company assets (power). This power is lawful when they also have the relevant permission (authority) from the owners of the company. Without this authority, selling the company's assets is theft."
"10","0.9778","HIGH","Example 2: A police officer is given special training in weapons and hand-to-hand combat to learn how to apprehend and physically compel a criminal (power). Police officers have been given the job responsibility backed up by laws (authority) to enforce criminal statutes.","Example 2: A police officer receives special training in weapons and hand-to-hand combat in order to know how to arrest a criminal and physically compel them (power). Police officers are given a job responsibility that is supported by laws (authority) to enforce criminal laws."
