# Drift explanation generated 2026-01-30T15:25:27.597344
# Source drift file: /Users/andnie01/repo/pers/kli-translation-pipeline_principles-of-faith/somali/pipeline2/analysis/chapters/drift_report_chapter4_chapter_4_jesus_the_messiah_vs_chapter4_chapter_4_jesus_the_messiah.csv
"id","similarity","translation_quality","meaning_change","type","summary","source","back_translation"
"28","0.7989","LOW","no","paraphrase","Both paragraphs convey the idea of varying beliefs regarding the Messiah without altering the doctrinal meaning or intent. The back-translation maintains the original concept while using different wording.","### Diverse Messianic Beliefs","### Different beliefs about the Messiah"
"46","0.8236","LOW","yes","doctrinal","The term 'Deliverance' in the original emphasizes a broader concept of freedom and forgiveness, while 'Salvation' in the back-translation may imply a more specific theological context related to eternal life and redemption from sin.","- Deliverance - forgiveness, pardon of sin, freedom.","- Salvation - forgiveness, remission of sin, freedom."
"48","0.8639","MEDIUM","no","paraphrase","The back-translation maintains the same meaning as the original, simply rephrasing the sentence without altering its doctrinal, logical, or intentional aspects.","The people He came to were:","The people to whom he came were:"
"49","0.8885","MEDIUM","yes","doctrinal","The original describes a state of being (brokenhearted) as an emotional and spiritual condition, while the back-translation shifts to a more passive description of individuals who are broken, which alters the focus from the condition itself to the people experiencing it.","- Brokenhearted - shattered emotionally and spiritually.","- Brokenhearted - those broken emotionally and spiritually."
"54","0.868","MEDIUM","no","paraphrase","The phrases 'recovering sight' and 'restoring sight' convey the same concept of regaining vision, with no significant change in meaning or intent.","- Recovering sight","- Restoring sight"
"55","0.5958","CRITICAL","yes","doctrinal","The original phrase 'set in a state of liberty' implies a condition of existing freedom, while the back-translation 'bringing into a state of freedom' suggests an action of transitioning to freedom, altering the original's meaning from a state of being to a process of becoming.","- Set in a state of liberty","- Bringing into a state of freedom"
"57","0.8985","MEDIUM","no","paraphrase","The back-translation maintains the original doctrinal meaning and intent, using different wording but conveying the same concepts regarding Jesus' ministry and the relationship between God and humanity.","The purpose of Jesus ministry and service was both individual and global, immediate, and long lasting. His purpose does not have a singular focus but is part of God’s divine plan to reconcile humanity to God. After sin entered the world, it caused a division between God and mankind. God had to banish man from the garden and from His presence. Throughout the Old Testament, man could be with God, but only partially. It was very rare that God's spirit was given to men, and in the large part men lived in isolation from God. He found a people in the Jews, but wanted a permanent, sure, and complete way to restore His relationship with mankind.","The purpose of Jesus’ ministry and work was both particular and universal, immediate, and enduring. His purpose is not a single thing but is part of God’s divine plan to reconcile humanity to God. When sin entered the world, it caused a separation between God and people. God forced humanity out of the garden and from His presence. During the Old Covenant, humanity could be with God, but only in a limited way. It was very rare for the Spirit of God to be given to people; most people lived isolated from God. He found a people, the Jews, yet He desired a permanent, secure, and complete way to restore His relationship with humanity."
"60","0.8869","MEDIUM","no","paraphrase","The terms 'necessary' and 'essential' are synonymous in this context, conveying the same idea about the importance of Jesus' work without altering the doctrinal meaning or intent.","### The Necessary Work of Jesus","### The Essential Work of Jesus"
"69","0.6385","CRITICAL","yes","doctrinal","The term 'preservation' implies a focus on maintaining something in its original state, often with a theological connotation of safeguarding faith or doctrine, while 'protection' suggests a broader sense of safeguarding without the same doctrinal implications.","**Preservation:**","**Protection:**"
"70","0.8509","MEDIUM","no","paraphrase","Both paragraphs convey the idea of being kept safe from danger, with slight variations in wording. The essence of protection and preservation remains unchanged.","- Implies being kept safe, protected, or preserved from danger.","- Denotes being kept, defended, or preserved from danger."
"79","0.7001","CRITICAL","no","paraphrase","The term 'Born Again' and 'New Birth' convey the same theological concept of spiritual regeneration in Christian doctrine, with no significant change in meaning.","### Born Again","### New Birth"
"90","0.9174","MEDIUM","yes","doctrinal","The term 'regenerated' emphasizes a theological concept of spiritual renewal, while 'born again' is a more common phrase that may imply a different understanding of the experience of salvation. This shift could affect the interpretation of the nature of spiritual transformation.","2.  We became spiritually **regenerated** and received the indwelling of the Holy Spirit. (<span class=""x-scripture"" data-book=""1CO"" data-chapter=""6"" data-lang=""en"" data-type=""ref"" data-verses=""19"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">1 Corinthians 6:19</span>).","2.  We have become spiritually **born again** and have received the indwelling of the Holy Spirit who lives within us. (<span class=""x-scripture"" data-book=""1CO"" data-chapter=""6"" data-lang=""en"" data-type=""ref"" data-verses=""19"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">1 Corinthians 6:19</span>)."
