# Drift explanation generated 2026-01-30T15:28:02.244790
# Source drift file: /Users/andnie01/repo/pers/kli-translation-pipeline_principles-of-faith/somali/pipeline2/analysis/chapters/drift_report_chapter8_chapter_8_holy_spirit_comforter_guide_and_power_vs_chapter8_chapter_8_holy_spirit_comforter_guide_and_power.csv
"id","similarity","translation_quality","meaning_change","type","summary","source","back_translation"
"21","0.7853","LOW","yes","intentional","The original phrase 'Getting to Know the Holy Spirit' suggests a personal and relational approach to understanding the Holy Spirit, emphasizing experience and intimacy. In contrast, 'Studying the Holy Spirit' implies a more academic or analytical approach, focusing on knowledge acquisition rather than personal connection.","## Getting to Know the Holy Spirit","## Studying the Holy Spirit"
"24","0.863","MEDIUM","no","paraphrase","The back-translation maintains the same conceptual meaning as the original, using different words but conveying the same idea about the essential attributes of the Holy Spirit.","There are several other core adjectives to describe the Holy Spirit. Each of these adjectives are used in conjunction with ‘the Spirit of’, meaning that these properties are vital to the definition of the Spirit. Example, the *Spirit of Truth* or the *Spirit of Life*.","There are several other fundamental attributes used to describe the Holy Spirit. Each of these attributes is used along with 'Spirit of', which means these attributes are essential to defining the Spirit. For example, *Spirit of Truth* or *Spirit of Life*."
"35","0.8881","MEDIUM","no","paraphrase","Both paragraphs convey the same core idea that a helper's role is to support and empower the work without being solely responsible for it. The language has been altered slightly, but the overall meaning remains consistent.","The helper helps. They help empower the work, but their job is primarily to aid the work. The helper is not solely responsible for performing the work, but they come alongside to help accomplish it.","A helper lends a hand. They help enable the work, but their primary role is to support the task. The helper is not solely responsible for doing the work, but comes alongside to help see it accomplished."
"48","0.7563","LOW","no","paraphrase","Both paragraphs convey the same core idea that the Holy Spirit testifies or bears witness to Jesus, maintaining the original intent and doctrinal meaning without significant alteration.","### Upward-The Holy Spirit Testifies of Jesus","### Furthermore—the Holy Spirit bears witness to Jesus"
"59","0.8883","MEDIUM","no","paraphrase","The terms 'exalt' and 'glorify' are synonymous in this context, both conveying the idea of elevating or honoring Jesus Christ. Therefore, the back-translation maintains the original intent and meaning.","- Does this exalt Jesus Christ?","- Does this glorify Jesus Christ?"
"60","0.8687","MEDIUM","no","paraphrase","The terms 'godly' and 'divine' are synonymous in this context, and both phrases inquire about the same concept of producing spiritually beneficial outcomes.","- Does this produce godly fruit?","- Does this produce divine fruit?"
"63","0.9038","MEDIUM","no","paraphrase","The back-translation maintains the original's meaning regarding the nature of wisdom and guidance in relation to scripture, without introducing any significant changes in doctrinal content, logical relationships, or intent.","This wisdom and understanding and direction are likely not word for word in the scriptures. As an example, the scriptures give great general direction on what to look for in a spouse, but don’t give specific prescriptions on the exact person. God does promise to direct our path, lead us into all truth, and we can take comfort knowing that this wisdom and leading from the Holy Spirit will never violate any teaching of scripture.","This wisdom, understanding, and guidance are often not in Scripture word-for-word. For example, Scripture provides good general guidance about what to look for in a spouse, but it does not give specific instructions about the right person. God has promised to guide our path, to lead us into all truth, and we can be confident that any wisdom and guidance from the Holy Spirit will never contradict the teaching of Scripture."
"64","0.8604","MEDIUM","yes","doctrinal","The term 'Outward' in the original suggests a focus on external actions or manifestations of the Holy Spirit's empowerment, while 'External' in the back-translation may imply a more passive or detached perspective. This change affects the doctrinal understanding of the Holy Spirit's active role in mission.","### Outward-The Holy Spirit Empowers the Mission","### External-The Holy Spirit empowers the mission"
"73","0.8929","MEDIUM","no","paraphrase","Both paragraphs convey the same core idea that the Spirit provides conviction regarding three important truths or realities, with only slight variations in wording.","Diving deeper, the Spirit brings conviction of these three truths:","As one goes deeper, the Spirit brings conviction concerning these three realities:"
"82","0.8794","MEDIUM","yes","doctrinal","The original term 'boldness' suggests a specific type of confidence in faith, while 'courage' may imply a more general sense of bravery. This change can affect the understanding of the believers' request in the context of their faith and relationship with God.","1.  **Prayer**: Believers ask for boldness and God’s intervention.","1.  **Prayer**: The believers ask for courage and God's intervention."
