# Drift explanation generated 2026-01-30T16:08:33.037816
# Source drift file: /Users/andnie01/repo/pers/kli-translation-pipeline_principles-of-faith/nepali/pipeline2/analysis/chapters/drift_report_chapter14_back_4_end_of_chapter_activities_vs_chapter14_back_4_end_of_chapter_activities.csv
"id","similarity","translation_quality","meaning_change","type","summary","source","back_translation"
"3","0.917","MEDIUM","no","paraphrase","The back-translated title 'Scripture Matching' is a slight variation of the original 'Scripture Match-Up,' but it does not change the doctrinal meaning, logical relationship, or intent of the activity.","### Activity 1: Scripture Match-Up","### Activity 1: Scripture Matching"
"4","0.7148","CRITICAL","no","paraphrase","The terms 'Purpose' and 'Objective' are synonymous in this context, and thus the translation does not alter the original meaning.","#### Purpose:","#### Objective:"
"18","0.7149","CRITICAL","no","paraphrase","The terms 'Purpose' and 'Objective' are synonymous in this context, indicating no change in the overall meaning or intent of the original paragraph.","#### Purpose:","#### Objective:"
"28","0.913","MEDIUM","no","paraphrase","The back-translated paragraph maintains the same request for scripture references, with only minor wording changes. The terms 'Scriptures' and 'Scripture verses' are synonymous in this context, and both address the same issue or topic.","- **List 1-2 Scriptures** that address the issue.","- **List 1–2 Scripture verses** that address the topic."
"32","0.7147","CRITICAL","no","paraphrase","The terms 'Purpose' and 'Objective' are synonymous in this context, and thus the translation does not alter the overall meaning or intent of the original paragraph.","#### Purpose:","#### Objective:"
"48","0.7149","CRITICAL","no","paraphrase","The terms 'Purpose' and 'Objective' are synonymous in this context, and the overall intent of the paragraphs remains unchanged.","#### Purpose:","#### Objective:"
"54","0.9127","MEDIUM","no","paraphrase","The back-translated paragraph maintains the same instruction and intent as the original, simply rephrasing it without altering the doctrinal or logical content.","- Read the **name or attribute** and the accompanying **scripture reference** from the chapter.","- From the chapter, read the **name or attribute** and the related **Scripture reference**."
"57","0.9171","MEDIUM","no","paraphrase","The back-translated paragraph maintains the same intent and doctrinal meaning as the original, simply using different wording to convey the same idea about participants sharing their thoughts on God's character in relation to real-life situations.","4.  **Wrap-Up** - Have each participant or group **present their reflections**, emphasizing the practical ways God’s character applies to real-life struggles or victories.","4.  **Closing** - Each participant or group should **present** their thoughts, emphasizing how God's character applies practically in real-life struggles or victorious situations."
"59","0.7148","CRITICAL","no","paraphrase","The terms 'Purpose' and 'Objective' are synonymous in this context, indicating no change in the overall meaning or intent of the original text.","#### Purpose:","#### Objective:"
"65","0.9198","MEDIUM","no","paraphrase","Both paragraphs convey the same essential instruction to write a prayer that praises God and requests His action in accordance with His character, with no significant changes in meaning.","- Step 2: Write a short **prayer** using that name, praising God, and asking for Him to act in alignment with His character.","- Step 2: Using that name, write a short **prayer**, praising God, and petition Him to act according to His character।"
"69","0.7149","CRITICAL","no","paraphrase","The terms 'Purpose' and 'Objective' are synonymous in this context, and the overall intent of the text remains unchanged.","#### Purpose:","#### Objective:"
"70","0.8978","MEDIUM","yes","intentional","The original emphasizes both reflecting on and applying God's attributes, suggesting a two-step process, while the back-translation combines these actions, potentially altering the intent of encouraging a deeper, reflective engagement before application.","Help participants **reflect on and apply** God’s attributes to their lives through **personal stories** and **group prayer**.","Help participants reflect on God’s attributes and apply them in their lives through personal stories and group prayer।"
"72","0.8927","MEDIUM","no","paraphrase","The back-translation retains the same instruction and intent as the original, with no significant changes in meaning.","1.  **Divide into Groups of 3-4 People.**","1.  **Divide into groups of 3-4 people।**"
"73","0.919","MEDIUM","no","paraphrase","The back-translation maintains the same conceptual focus on an attribute without altering the original intent or meaning.","2.  **Attribute Focus:**","2.  **Focus on an attribute:**"
"75","0.8662","MEDIUM","no","paraphrase","Both paragraphs convey the same idea of selecting an attribute that reflects the current phase of life, with no significant changes in meaning or intent.","- Ask each group to **choose one attribute** they feel resonates most with their current season of life.","- Ask each group to **choose one attribute** that most closely matches their current life situation।"
"78","0.6548","CRITICAL","no","paraphrase","The back-translated phrase 'Sample questions' conveys the same idea as 'Example Prompts' without altering the doctrinal meaning, logical relationship, or intent.","- Example Prompts:","- Sample questions:"
"86","0.8207","LOW","no","paraphrase","The terms 'Purpose' and 'Objective' are synonymous in this context, indicating no change in meaning or intent.","#### **Purpose:**","#### **Objective:**"
"87","0.8177","LOW","no","paraphrase","Both paragraphs convey the same core idea of sin's widespread impact and God's redemptive plan, with only slight variations in wording that do not alter the overall meaning.","Illustrate how sin’s **effects ripple outward**, impacting **relationships, communities, and spiritual lives**, while emphasizing God’s **redemptive plan**.","To demonstrate how the **effects spread outward like ripples**, affecting **relationships, communities, and spiritual lives**, and to emphasize God's **plan of redemption**."
"89","0.7903","LOW","no","paraphrase","The term 'Opening Illustration' has been changed to 'Initial Illustration,' but the overall meaning and intent of the phrase remain the same, indicating the beginning of a presentation or discussion.","1.  **Opening Illustration (5 Minutes):**","1.  **Initial Illustration (5 minutes):**"
"90","0.8951","MEDIUM","no","paraphrase","The back-translation maintains the same action and context as the original, simply using different wording without altering the meaning.","- Drop a **stone into a bowl of water** (or describe the image if materials aren’t available).","- Place **a stone in a bowl of water** (or describe the image if materials are not available)."
"104","0.9009","MEDIUM","yes","doctrinal","The original emphasizes a 'Scripture Walkthrough,' suggesting a more interactive or guided exploration of the biblical narrative, while the back-translation uses 'Survey of Scripture,' which may imply a broader, less detailed examination, potentially altering the focus on the process of understanding sin and restoration.","### Activity 2: Sin and Restoration Timeline (Scripture Walkthrough)","### Activity 2: Timeline of Sin and Restoration (Survey of Scripture)"
"105","0.7148","CRITICAL","no","paraphrase","The terms 'Purpose' and 'Objective' are synonymous in this context, indicating no change in the overall meaning or intent of the original paragraph.","#### Purpose:","#### Objective:"
"106","0.8413","LOW","no","paraphrase","Both paragraphs convey the same core idea of tracing God's plan of salvation from Genesis to Christ, emphasizing His grace in the context of judgment. The back-translation maintains the original intent and doctrinal meaning without significant alteration.","Trace God’s **redemptive plan** from **Genesis to Christ**, focusing on His **grace** amid **judgment**.","Following God's plan of salvation from Genesis to Christ, focus on His grace even amidst judgment."
"116","0.8738","MEDIUM","yes","doctrinal","The term 'redemption' in the original suggests a broader theological concept of being saved from sin, while 'salvation' in the back-translation may imply a more general sense of being saved, potentially altering the specific doctrinal nuance.","- Highlight the **grace or redemption** offered.","- Highlight the **grace or salvation** given."
"121","0.715","CRITICAL","no","paraphrase","The terms 'Purpose' and 'Objective' are synonymous in this context, and the overall intent of the paragraphs remains unchanged.","#### Purpose:","#### Objective:"
