# Drift explanation generated 2026-01-30T16:03:45.680675
# Source drift file: /Users/andnie01/repo/pers/kli-translation-pipeline_principles-of-faith/nepali/pipeline2/analysis/chapters/drift_report_chapter8_chapter_8_holy_spirit_comforter_guide_and_power_vs_chapter8_chapter_8_holy_spirit_comforter_guide_and_power.csv
"id","similarity","translation_quality","meaning_change","type","summary","source","back_translation"
"21","0.8857","MEDIUM","no","paraphrase","The back-translated title 'Knowing the Holy Spirit' conveys the same concept as 'Getting to Know the Holy Spirit,' suggesting a similar intent to explore understanding of the Holy Spirit without altering the doctrinal or logical implications.","## Getting to Know the Holy Spirit","## Knowing the Holy Spirit"
"24","0.8792","MEDIUM","no","paraphrase","The back-translated paragraph maintains the same core ideas and concepts as the original, using different wording but conveying the same doctrinal meaning about the Holy Spirit and its descriptors.","There are several other core adjectives to describe the Holy Spirit. Each of these adjectives are used in conjunction with ‘the Spirit of’, meaning that these properties are vital to the definition of the Spirit. Example, the *Spirit of Truth* or the *Spirit of Life*.","There are many other fundamental descriptors used to describe the Holy Spirit. Each of these is used together with ‘the Spirit of’, meaning these qualities are extremely important for defining the Spirit. For example, *the Spirit of truth* or *the Spirit of life*."
"25","0.7895","LOW","yes","doctrinal","The original phrase 'The Spirit of' suggests a possessive or defining relationship with the Spirit, while 'Of the Spirit:' implies a more detached or descriptive relationship, potentially altering the theological emphasis on the Spirit's role or nature.","The Spirit of:","Of the Spirit:"
"48","0.7915","LOW","no","paraphrase","The back-translation maintains the core message that the Holy Spirit testifies about Jesus, simply rephrasing it without altering the doctrinal or intentional meaning.","### Upward-The Holy Spirit Testifies of Jesus","### The Holy Spirit from above bears witness about Jesus"
"58","0.8826","MEDIUM","no","paraphrase","The back-translation maintains the same conceptual meaning as the original, simply using different wording without altering the intent or doctrinal implications.","- Does this align with Scripture?","- Does it agree with Scripture?"
"59","0.8556","MEDIUM","no","paraphrase","The back-translation uses 'glorify' instead of 'exalt,' but both terms convey a similar concept of honoring or elevating Jesus Christ. Therefore, the overall meaning remains consistent.","- Does this exalt Jesus Christ?","- Does it glorify Jesus Christ?"
"63","0.9033","MEDIUM","no","paraphrase","The back-translated paragraph maintains the same doctrinal meaning and logical relationships as the original, presenting the ideas of wisdom, guidance, and the role of Scripture in a similar manner without significant changes.","This wisdom and understanding and direction are likely not word for word in the scriptures. As an example, the scriptures give great general direction on what to look for in a spouse, but don’t give specific prescriptions on the exact person. God does promise to direct our path, lead us into all truth, and we can take comfort knowing that this wisdom and leading from the Holy Spirit will never violate any teaching of scripture.","This wisdom, understanding, and guidance may not be given word-for-word in Scripture। For example, Scripture provides excellent general guidance on what to look for in a spouse, but it does not give specific instructions about exactly which person। God has promised to direct our path and to guide us into all truth, and we can be confident knowing that this wisdom and guidance that comes from the Holy Spirit will never violate any teaching of Scripture।"
"73","0.8632","MEDIUM","yes","doctrinal","The original paragraph emphasizes the Spirit's role in bringing conviction, which implies a strong, personal influence on belief, while the back-translation suggests a more passive role of ensuring awareness, altering the perceived intensity of the Spirit's action.","Diving deeper, the Spirit brings conviction of these three truths:","Going deeper, the Spirit ensures the awareness of these three truths:"
"82","0.9171","MEDIUM","no","paraphrase","The back-translation uses 'courage' instead of 'boldness,' but both terms convey a similar concept of strength in faith. There are no significant changes in doctrinal meaning, logical relationships, or intent.","1.  **Prayer**: Believers ask for boldness and God’s intervention.","1.  **Prayer**: Believers ask for courage and for God's intervention."
"92","0.8737","MEDIUM","no","paraphrase","Both paragraphs convey the same reassurance from Jesus, encouraging believers not to fear and affirming a promise. The wording is slightly different, but the core message remains unchanged.","Do not fear! Jesus promised us that:","Do not be afraid! Jesus has given us this promise:"
"99","0.9089","MEDIUM","no","paraphrase","Both paragraphs convey the same core idea that Jesus' church, guided by the Holy Spirit, is the chosen means for effecting change on earth. The terms 'transformation' and 'change' are synonymous in this context, and the shift from 'directed' to 'guided' does not alter the overall intent or doctrinal meaning.","Jesus' chosen instrument for change on the earth is His church, empowered, emboldened, and directed by the Holy Spirit.","The instrument Jesus has chosen for transformation on the earth is His church, empowered, emboldened, and guided by the Holy Spirit."
"107","0.9023","MEDIUM","yes","doctrinal","The original phrase 'call out' suggests a vocal or expressive action, while the back-translated phrase 'call on' alters the meaning, potentially implying a request or invocation rather than a direct expression. This change affects the doctrinal interpretation of the action being described.","I use the phrase ‘call out’ to mean literally, with your mouth, or however you speak (with your hands if you cannot speak aloud with your mouth). Why speak? A few reasons:","I use the phrase ‘call on’ literally: with your mouth, or in whatever way you speak (with your hands, if you cannot speak aloud with your mouth). Why speak? A few reasons:"
"118","0.8914","MEDIUM","no","paraphrase","Both paragraphs convey the same idea that a person communicating with God gains immediate insight or understanding that aids them, with no significant changes in meaning.","- A knowing - the person talking to God gets an immediate understanding that helps them.","- An ‘understanding’ - the person talking with God immediately receives a kind of insight that helps them."
"119","0.9029","MEDIUM","no","paraphrase","The back-translation maintains the same conceptual meaning as the original, using 'image' instead of 'picture' but conveying the same ideas about visions and dreams as given by God.","- A picture - also known in the scriptures as a vision or a dream (a vision is when you are awake, a dream is when you are asleep), God will give you a picture in your mind. Perhaps it’s a memory, or place you’ve been or know? Explore the picture, what do you see? What do you feel as a result? What’s happening?","- An ‘image’ - in Scripture also known as a vision or a dream (a vision is when you are awake, a dream is when you are asleep), God will give you an image in your mind. Perhaps it is a memory, or a place you have been or know? Explore the image; what do you see? As a result of it, what do you feel? What is happening?"
"121","0.8304","LOW","yes","doctrinal","The original paragraph implies a future inquiry into God's words, suggesting uncertainty or anticipation, while the back-translated version presents it as a current statement, indicating certainty about God's words. This alters the doctrinal meaning regarding the nature of divine communication.","#### What will God say?","#### What does God say?"
"123","0.8404","LOW","no","paraphrase","Both phrases convey a similar inquiry about the next steps or actions to take, maintaining the same intent and logical relationship.","Now what?","What now?"
"124","0.8948","MEDIUM","no","paraphrase","Both paragraphs convey the same idea of encouraging ongoing dialogue, with only slight variations in wording. The core message remains unchanged.","Keep the dialogue going! It’s really that simple.","Keep the conversation going! It really is that simple."
