# Drift explanation generated 2026-01-30T14:05:35.301860
# Source drift file: /Users/andnie01/repo/pers/kli-translation-pipeline_principles-of-faith/russian/pipeline2/analysis/chapters/drift_report_chapter5_chapter_5_repentance_from_dead_works_vs_chapter5_chapter_5_repentance_from_dead_works.csv
"id","similarity","translation_quality","meaning_change","type","summary","source","back_translation"
"6","0.8722","MEDIUM","no","paraphrase","Both paragraphs convey the same intent to analyze the Greek phrase, with only slight variations in wording. The core meaning remains unchanged.","Let's take an in-depth look at the Greek for this phrase:","Let’s take a closer look at the Greek words of this phrase:"
"8","0.8914","MEDIUM","no","paraphrase","The back-translation retains the same wording as the original, indicating that there are no changes in doctrinal meaning, logical relationships, or intent.","### Dead Works","### Dead works"
"23","0.876","MEDIUM","no","paraphrase","The back-translated paragraph maintains the same doctrinal meaning and intent as the original, with only slight variations in word choice and phrasing that do not alter the overall message.","If we apply this standard of ‘life’ to our works with a bit of creative license, then dead works are those that:","If we apply this standard of «life» to our deeds with a little creativity, then dead works will be those that:"
"35","0.9072","MEDIUM","no","paraphrase","Both paragraphs convey the same core ideas regarding 'dead works' and their consequences, using slightly different wording but maintaining the original intent and doctrinal meaning.","Dead works are any works that in review and consideration are not bringing the abundant life that Jesus promised. Having an extra marital affair is very strong poison, it's likely to have a full and negative effect quite soon. Being a needlessly stubborn and resentful person will slowly poison a person until they’ve driven everyone away from them.","Dead works are any deeds which, upon examination and reflection, do not bring the abundant life that Jesus promised. Marital infidelity is a very potent poison; it will most likely have a strong and negative impact rather quickly. Unwarranted stubbornness and resentment will slowly poison a person until they drive everyone away."
"39","0.9124","MEDIUM","no","paraphrase","The back-translated paragraph maintains the same doctrinal meaning, logical relationship, and intent as the original. Both convey the idea of avoiding harmful things, using the analogy of a toxic snack to illustrate the consequences of engaging in 'dead works.'","Building on the analogy of poison for dead works, if you found out that your favorite snack was full of toxic heavy metals that would give you a fatal condition if consumed, what would you do? We would without hesitation put it away from us, and never enjoy it again. Realizing that to consume it means our untimely, and probably painful death.","Extending the poison analogy for dead works, if you found out that your favorite snack was filled with toxic heavy metals that, when consumed, would lead to a fatal condition, what would you do? We would, without hesitation, put it away from us and never enjoy it again, realizing that consuming it means our premature and likely painful death."
"50","0.8066","LOW","no","paraphrase","The back-translation maintains the same conceptual meaning as the original, simply using different wording to express the idea of altering one's thoughts.","## Changing Our Minds","## Changing our thinking"
"51","0.8379","LOW","no","paraphrase","The back-translated paragraph maintains the same conceptual meaning as the original, using different wording but conveying the same idea about changing one's thinking through intentional experiences with truth.","How do we change our minds? Intentionally, through an experience with truth.","How do we change our thinking? Deliberately, through experiencing the truth."
"102","0.9196","MEDIUM","no","paraphrase","The back-translated paragraph maintains the same conceptual meaning as the original, simply rephrasing it without altering the doctrinal or logical relationships.","### Example of Worldly Sorrow vs Godly Sorrow","### An example of worldly sorrow and godly sorrow"
"105","0.9034","MEDIUM","no","paraphrase","Both paragraphs convey the same situation and emotional context, with the father discovering his son crying and the son explaining the reason for his tears. The back-translation maintains the original intent and logical relationship without introducing any new meaning.","The father coming inside to deal with his son found him crying. Asking him why he was crying his son said, “because you broke my stick”.","When the father came in to talk with the son, he found him in tears. In answer to the question of why he was crying, the son replied: ""because you broke my stick""."
"114","0.8991","MEDIUM","no","paraphrase","Both paragraphs convey the same core idea about human adaptability and the distinction between the capacity to change and the willingness to do so, with only slight variations in wording.","Man has great capacity to change; it's wired into our very essence. Humans are very adaptable, we can learn and grow, and find better ways to do things. However, a capacity to change is not the same as a willingness or a persuasion to change.","A human being has a tremendous capacity for change; it is built into our very nature. People are highly adaptable: we can learn and grow, and find better ways of doing things. However, the ability to change — is not the same as the willingness or conviction to change."
"146","0.9128","MEDIUM","no","paraphrase","The back-translated paragraph maintains the same core message as the original, simply using different wording. Both convey the idea of changing behavior through the 'Stages of Change' without altering the meaning or intent.","\\\\[1\\\\] - Shifting Behavior with the ‘Stages of Change’, PsychCentral.com, Retrieved 2025-01-11, [<u>https://psychcentral.com/lib/stages-of-change#how-it-works</u>](https://psychcentral.com/lib/stages-of-change#how-it-works)","[1] - Changing behavior using the ‘Stages of Change’, PsychCentral.com, date accessed: 2025-01-11, [<u>https://psychcentral.com/lib/stages-of-change#how-it-works</u>](https://psychcentral.com/lib/stages-of-change#how-it-works)"
