# Drift explanation generated 2026-01-30T14:06:10.602395
# Source drift file: /Users/andnie01/repo/pers/kli-translation-pipeline_principles-of-faith/russian/pipeline2/analysis/chapters/drift_report_chapter4_chapter_4_jesus_the_messiah_vs_chapter4_chapter_4_jesus_the_messiah.csv
"id","similarity","translation_quality","meaning_change","type","summary","source","back_translation"
"8","0.8268","LOW","yes","doctrinal","The term 'deliverer' suggests a broader, possibly more spiritual or redemptive role, while 'liberator' emphasizes a focus on freedom from oppression, which may alter the perceived intent and theological implications of the figure described.","### **1. A Political and Military Deliverer**","### **1. A political and military liberator**"
"23","0.8194","LOW","yes","doctrinal","The term 'Leader' in the original suggests a more general or inclusive role, while 'Ruler' in the back-translation implies a more authoritative and possibly oppressive connotation, altering the perception of justice being brought forth.","### **4. A Leader Who Would Bring Justice**","### **4. The Ruler who will bring justice**"
"24","0.8718","MEDIUM","no","paraphrase","The back-translation maintains the same core ideas and concepts as the original, simply substituting 'Belief' with 'Conviction' without altering the overall meaning.","- **Belief:** The Messiah would judge the wicked, uphold the righteous, and bring justice to the oppressed.","- **Conviction:** The Messiah will judge the wicked, uphold the righteous, and bring justice to the oppressed."
"28","0.8496","LOW","no","paraphrase","The back-translated phrase 'Various Messianic beliefs' maintains the same conceptual meaning as 'Diverse Messianic Beliefs,' simply using different wording without altering the underlying ideas.","### Diverse Messianic Beliefs","### Various Messianic beliefs"
"47","0.8086","LOW","yes","doctrinal","The original phrase 'acceptable year' suggests a time of divine approval, while 'favorable year' implies a more general sense of positivity or benefit. This shift alters the theological nuance regarding the nature of the time being referenced.","- The acceptable year (season) of the lord.","- The favorable year (season) of the Lord."
"52","0.9091","MEDIUM","no","paraphrase","Both paragraphs convey the same concept of captives being individuals taken by force and held against their will, with no significant changes in meaning or intent.","- Captives - meaning ‘taken with a spear’ representing those held in bondage against their own will.","- Captives — that is, ‘taken by the spear,’ this is an image of those who are held in bondage against their will."
"53","0.8872","MEDIUM","no","paraphrase","The back-translation maintains the original intent and meaning, simply rephrasing it to clarify that the transformation occurs in specific ways.","Jesus transformed these broken people by:","Jesus transformed these broken people in the following ways:"
"54","0.8425","LOW","no","paraphrase","Both phrases convey the same concept of regaining or restoring sight, with no significant change in meaning or intent.","- Recovering sight","- Restoration of sight"
"55","0.5393","CRITICAL","yes","doctrinal","The original phrase 'Set in a state of liberty' implies a condition or state of being that encompasses freedom, while 'Granting freedom' suggests an action or process of providing freedom. This shifts the focus from a state of existence to an act of bestowing, altering the doctrinal implications regarding the nature of liberty.","- Set in a state of liberty","- Granting freedom"
"70","0.9088","MEDIUM","no","paraphrase","Both paragraphs convey the same core idea of safety and protection from danger, with no significant changes in meaning or intent.","- Implies being kept safe, protected, or preserved from danger.","- Implies remaining in safety, protection, or being kept from danger."
"73","0.9033","MEDIUM","no","paraphrase","The back-translated paragraph maintains the same doctrinal meaning and intent as the original, conveying that Jesus's sacrifice allows for forgiveness and a relationship with God based on obedience rather than perfection.","Jesus’s sacrifice paid the price for us to be forgiven and made a way for us to have a relationship with God and set up a path for us to abide with Him that was only dependent on our obedience, not our perfection or ability to abstain from sin.","The sacrifice of Jesus paid the price for our forgiveness, opened for us the way to a relationship with God, and paved the road to abiding with Him, dependent only on our obedience, not on our impeccability or our ability to refrain from sin."
"90","0.8979","MEDIUM","yes","doctrinal","The term 'regenerated' in the original emphasizes a transformative spiritual process, while 'reborn' in the back-translation may imply a more general concept of new life. This subtle shift can affect the understanding of the nature of spiritual transformation in Christian doctrine.","2.  We became spiritually **regenerated** and received the indwelling of the Holy Spirit. (<span class=""x-scripture"" data-book=""1CO"" data-chapter=""6"" data-lang=""en"" data-type=""ref"" data-verses=""19"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">1 Corinthians 6:19</span>).","2.  We were spiritually **reborn** and received the indwelling of the Holy Spirit within us. (1 Corinthians 6:19)."
