# Drift report generated 2026-01-30T02:20:36.324645
# Source file: /Users/andnie01/repo/pers/principles-of-faith/english/chapters/chapter8_chapter_8_holy_spirit_comforter_guide_and_power.md
# Back translation: /Users/andnie01/repo/pers/kli-translation-pipeline_principles-of-faith/hindi/pipeline2/backtranslation/chapters/chapter8_chapter_8_holy_spirit_comforter_guide_and_power.md
"id","similarity","translation_quality","source","back_translation"
"1","0.9856","HIGH","The Holy Spirit is not a new spirit but is of God and has been with God since the very beginning. In <span class=""x-scripture"" data-book=""GEN"" data-chapter=""1"" data-lang=""en"" data-type=""ref"" data-verses=""2"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">Genesis 1:2</span> the Spirit of God is hovering on the waters during creation. In <span class=""x-scripture"" data-book=""NEH"" data-chapter=""9"" data-lang=""en"" data-type=""ref"" data-verses=""20"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">Nehemiah 9:20</span>, the scriptures say that it was the Spirit who instructed the people in the wilderness. It was by this same Holy Spirit that God anointed the kings, judges, and prophets in the Old Testament. In <span class=""x-scripture"" data-book=""JOL"" data-chapter=""2"" data-lang=""en"" data-type=""ref"" data-verses=""28-29"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">Joel 2:28-29</span> the Spirit is promised to be poured out on all mankind. It was by this same Holy Spirit that God raised Jesus from the dead, and now dwells in us (<span class=""x-scripture"" data-book=""ROM"" data-chapter=""8"" data-lang=""en"" data-type=""ref"" data-verses=""11"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">Romans 8:11</span>). There is only one Holy Spirit, and He has always been the same. How He works with people has looked different at different times, but His heart has never changed.","The Holy Spirit is not a new spirit, but belongs to God and has been with God from the beginning. In <span class=""x-scripture"" data-book=""GEN"" data-chapter=""1"" data-lang=""en"" data-type=""ref"" data-verses=""2"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">Genesis 1:2</span>, at creation the Spirit of God was hovering over the waters. In <span class=""x-scripture"" data-book=""NEH"" data-chapter=""9"" data-lang=""en"" data-type=""ref"" data-verses=""20"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">Nehemiah 9:20</span>, the Scriptures say that it was the Spirit who instructed the people in the wilderness. It was by this same Holy Spirit that God anointed kings, judges, and prophets in the Old Testament. In <span class=""x-scripture"" data-book=""JOL"" data-chapter=""2"" data-lang=""en"" data-type=""ref"" data-verses=""28-29"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">Joel 2:28-29</span> the promise is made that the Spirit will be poured out on all people. By this same Holy Spirit God raised Jesus from the dead, and now He dwells in us (<span class=""x-scripture"" data-book=""ROM"" data-chapter=""8"" data-lang=""en"" data-type=""ref"" data-verses=""11"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">Romans 8:11</span>). The Holy Spirit is one, and He has always been the same. How He works with people has appeared different at different times, but His heart has never changed."
"2","0.9908","HIGH","Jesus gave His disciples, and all of us, the powerful promise of the Holy Spirit.","Jesus gave His disciples and all of us the powerful promise of the Holy Spirit."
"3","0.9999","HIGH","<span class=""x-scripture"" data-book=""JHN"" data-chapter=""14"" data-lang=""en"" data-type=""quote"" data-verses=""16-18"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">","<span class=""x-scripture"" data-book=""JHN"" data-chapter=""14"" data-lang=""en"" data-type=""quote"" data-verses=""16-18"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">"
"4","0.9382","HIGH","> **<u>John 14:16-18</u>** (NKJV)\\n>\\n> And I will pray the Father, and He will give you another Helper, that He may abide with you forever—\\n>\\n> the Spirit of truth, whom the world cannot receive, because it neither sees Him nor knows Him; but you know Him, for He dwells with you and will be in you.\\n>\\n> I will not leave you orphans; I will come to you.\\n>","> **<u>John 14:16-18</u>** (NKJV)\\n>\\n> And I will pray the Father, and He will give you another Helper, that He may abide with you forever—\\n>\\n> the Spirit of truth, whom the world cannot receive, because it neither sees Him"
"20","0.9708","HIGH","The disciples were to wait for the promise of the Spirit poured out, and that this was to empower them to be witnesses to the ends of the earth. The Holy Spirit is integral to God’s plan for humanity, and is essential to us as believers, for completing our mission, and to the world.","The disciples had to wait for the promise of the Spirit to be poured out, and this was to empower them to be witnesses to the ends of the earth. The Holy Spirit is an integral part of God’s plan for humanity, and for us, as believers, is essential for fulfilling our mission and indispensable for the world."
"21","0.825","LOW","## Getting to Know the Holy Spirit","## Introduction to the Holy Spirit"
"22","0.9349","HIGH","The Holy Spirit is first and foremost, from and of God. The scriptures refer to the Spirit as the Spirit of God, or the Spirit of the Lord, or the Spirit of Christ, while these highlight different aspects, they are all one in the same. The Holy Spirit, being fully God, is also eternal and is holy (blameless, innocent, pure, not profane). Some translations refer to the Holy Spirit as the Holy Ghost.","The Holy Spirit, first and foremost, is from God and belongs to God. Scripture calls the Spirit the Spirit of God, the Spirit of the Lord, or the Spirit of Christ; although these highlight different aspects, they are all the same. The Holy Spirit, being fully God, is both eternal and holy (blameless, spotless, pure, not profane). Some translations also say “Holy Ghost” for the Holy Spirit."
"23","0.968","HIGH","The word spirit in Greek is **Pneuma** (**NYOO-mah** - **G4151**), it means breath, or wind. The Hebrew word for spirit means the same. Breath is significant as we need it in constant supply to live. It was God's breath that He blew into Adam to bring Him to life, likewise it was Jesus' breath that He breathed last before He died on the cross. Without breath there is no life. Breath like wind can be felt and experienced but are not as easily observed as other ‘elements’ water, fire, earth.","In Greek, the word for “spirit” is **Pneuma** (**NYOO-mah** - **G4151**), which means breath or wind. The Hebrew word for “spirit” has the same meaning. Breath is important because we need its continual supply to live. God breathed His breath into Adam to give him life; likewise, the last breath Jesus took before dying on the cross was also breath. Without breath there is no life. Breath, like wind, can be felt and experienced, but it is not as easily seen as other “elements” like water, fire, or earth."
"24","0.8631","MEDIUM","There are several other core adjectives to describe the Holy Spirit. Each of these adjectives are used in conjunction with ‘the Spirit of’, meaning that these properties are vital to the definition of the Spirit. Example, the *Spirit of Truth* or the *Spirit of Life*.","There are many other key descriptors used to describe the Holy Spirit. Each of these descriptors is used with “the Spirit of,” which means these qualities are essential for defining the Spirit. For example, “the Spirit of truth” or “the Spirit of life.”"
"25","1.0","HIGH","The Spirit of:","The Spirit of:"
"26","0.9918","HIGH","- **Truth** - <span class=""x-scripture"" data-book=""JHN"" data-chapter=""14"" data-lang=""en"" data-type=""ref"" data-verses=""17"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">John 14:17</span>, <span class=""x-scripture"" data-book=""JHN"" data-chapter=""16"" data-lang=""en"" data-type=""ref"" data-verses=""13"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">John 16:13</span> Refers to the Spirit's role in guiding believers into all truth, revealing God's will and the reality of Christ.","- **Truth** - <span class=""x-scripture"" data-book=""JHN"" data-chapter=""14"" data-lang=""en"" data-type=""ref"" data-verses=""17"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">John 14:17</span>, <span class=""x-scripture"" data-book=""JHN"" data-chapter=""16"" data-lang=""en"" data-type=""ref"" data-verses=""13"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">John 16:13</span> refers to the Spirit’s role in guiding believers into all truth, revealing God’s will and the reality of Christ."
"27","0.9898","HIGH","- **Life** - <span class=""x-scripture"" data-book=""ROM"" data-chapter=""8"" data-lang=""en"" data-type=""ref"" data-verses=""2"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">Romans 8:2</span>, <span class=""x-scripture"" data-book=""GAL"" data-chapter=""6"" data-lang=""en"" data-type=""ref"" data-verses=""8"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">Galatians 6:8</span> Highlights the Spirit's role in imparting spiritual and eternal life to believers, freeing them from the law of sin and death.","- **Life** - <span class=""x-scripture"" data-book=""ROM"" data-chapter=""8"" data-lang=""en"" data-type=""ref"" data-verses=""2"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">Romans 8:2</span>, <span class=""x-scripture"" data-book=""GAL"" data-chapter=""6"" data-lang=""en"" data-type=""ref"" data-verses=""8"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">Galatians 6:8</span> highlights the Spirit’s role in imparting spiritual and eternal life to believers, and in freeing them from the law of sin and death."
"28","0.9518","HIGH","- **Grace** - <span class=""x-scripture"" data-book=""HEB"" data-chapter=""10"" data-lang=""en"" data-type=""ref"" data-verses=""29"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">Hebrews 10:29</span>, <span class=""x-scripture"" data-book=""ZEC"" data-chapter=""12"" data-lang=""en"" data-type=""ref"" data-verses=""10"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">Zechariah 12:10</span> Reflects the Spirit's work in dispensing God's favor, forgiveness, and undeserved kindness to humanity.","- **Grace** - <span class=""x-scripture"" data-book=""HEB"" data-chapter=""10"" data-lang=""en"" data-type=""ref"" data-verses=""29"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">Hebrews 10:29</span>, <span class=""x-scripture"" data-book=""ZEC"" data-chapter=""12"" data-lang=""en"" data-type=""ref"" data-verses=""10"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">Zechariah 12:10</span> depicts the Spirit’s work in granting God’s grace, forgiveness, and unmerited mercy to humanity."
"29","0.9942","HIGH","- **Glory** - <span class=""x-scripture"" data-book=""1PE"" data-chapter=""4"" data-lang=""en"" data-type=""ref"" data-verses=""14"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">1 Peter 4:14</span> Indicates the Spirit's role in revealing and manifesting God's glory, particularly in times of suffering and persecution.","- **Glory** - <span class=""x-scripture"" data-book=""1PE"" data-chapter=""4"" data-lang=""en"" data-type=""ref"" data-verses=""14"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">1 Peter 4:14</span> indicates the Spirit’s role in revealing and manifesting God’s glory, especially in times of suffering and persecution."
"30","0.9859","HIGH","- **Adoption** - <span class=""x-scripture"" data-book=""ROM"" data-chapter=""8"" data-lang=""en"" data-type=""ref"" data-verses=""15"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">Romans 8:15</span>, <span class=""x-scripture"" data-book=""GAL"" data-chapter=""4"" data-lang=""en"" data-type=""ref"" data-verses=""5"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">Galatians 4:5</span> Refers to the Spirit's work in making believers children of God, granting them the status of sons and daughters.","- **Adoption** - <span class=""x-scripture"" data-book=""ROM"" data-chapter=""8"" data-lang=""en"" data-type=""ref"" data-verses=""15"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">Romans 8:15</span>, <span class=""x-scripture"" data-book=""GAL"" data-chapter=""4"" data-lang=""en"" data-type=""ref"" data-verses=""5"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">Galatians 4:5</span> refers to the Spirit’s work of making believers God’s children, granting them the status of sons and daughters."
"31","0.9751","HIGH","- **Holiness** - <span class=""x-scripture"" data-book=""ROM"" data-chapter=""1"" data-lang=""en"" data-type=""ref"" data-verses=""4"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">Romans 1:4</span> Points to the Spirit's sanctifying work, setting apart believers for God's purposes.","- **Holiness** - <span class=""x-scripture"" data-book=""ROM"" data-chapter=""1"" data-lang=""en"" data-type=""ref"" data-verses=""4"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">Romans 1:4</span> points to the Spirit’s sanctifying work, which sets believers apart for God’s purposes."
"32","0.9859","HIGH","- **Power** - <span class=""x-scripture"" data-book=""2TI"" data-chapter=""1"" data-lang=""en"" data-type=""ref"" data-verses=""7"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">2 Timothy 1:7</span>, <span class=""x-scripture"" data-book=""ACT"" data-chapter=""1"" data-lang=""en"" data-type=""ref"" data-verses=""8"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">Acts 1:8</span> Describes the Spirit's empowerment of believers for boldness, ministry, and the ability to live out their faith effectively.","- **Power** - <span class=""x-scripture"" data-book=""2TI"" data-chapter=""1"" data-lang=""en"" data-type=""ref"" data-verses=""7"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">2 Timothy 1:7</span>, <span class=""x-scripture"" data-book=""ACT"" data-chapter=""1"" data-lang=""en"" data-type=""ref"" data-verses=""8"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">Acts 1:8</span> describes the Spirit’s work in empowering believers for boldness, ministry, and the ability to live out their faith effectively."
"33","0.9608","HIGH","In all these attributes the Holy Spirit is also properly recognized as the Helper or Comforter. Jesus refers to the Holy Spirit as the coming helper, He uses the Greek word ***Paraklētos** (*pah-RAH-klay-tos - **G3875**), which means advocate, helper, called alongside.","In all these qualities, the Holy Spirit is rightly considered a Helper or Comforter. Jesus refers to the Holy Spirit as the coming Helper, using the Greek word ***Paraklētos** (*pah-RAH-klay-tos - **G3875**), which means advocate, helper, one called alongside."
"34","0.9406","HIGH","An advocate speaks on another's behalf, like a defense attorney. They intercede and help the person they are charged with.","An advocate speaks on behalf of another, like a defense attorney. They intercede and assist the person for whom they are appointed."
"35","0.9462","HIGH","The helper helps. They help empower the work, but their job is primarily to aid the work. The helper is not solely responsible for performing the work, but they come alongside to help accomplish it.","A helper helps. The helper empowers the work, but the helper’s role is primarily to assist in that work. The helper is not solely responsible for performing the task, but comes alongside to help accomplish it."
"36","0.9429","HIGH","The Holy Spirit has several distinct purposes and roles in His ministry. His work is inward (in the hearts and lives of believers), upwards (in service and recognition of God), and outwards (to our mission field, the world).","There are many specific purposes and roles in the Holy Spirit’s ministry. His work is inward (in the hearts and lives of believers), upward (in service to God and in His exaltation), and outward (toward our mission field, that is, the world)."
"37","0.962","HIGH","## Roles of the Holy Spirit-Inward, Upward, Outward","## The roles of the Holy Spirit—Inward, Upward, Outward"
"38","0.9633","HIGH","### Inward-The Holy Spirit Unites Us With Jesus","### Inward—the Holy Spirit unites us with Jesus"
"39","0.9804","HIGH","Before Jesus did any miracles or launched His public ministry, He was baptized by John the Baptist and God's Spirit descended upon him, and a voice from heaven proclaimed, ‘This is my beloved Son in whom I am well pleased’ (<span class=""x-scripture"" data-book=""MAT"" data-chapter=""3"" data-lang=""en"" data-type=""ref"" data-verses=""17"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">Matthew 3:17</span>).","Before Jesus performed any miracles or began His public ministry, He was baptized by John the Baptist and the Spirit of God descended upon Him, and a voice from heaven said, ‘This is My beloved Son, in whom I am well pleased’ (<span class=""x-scripture"" data-book=""MAT"" data-chapter=""3"" data-lang=""en"" data-type=""ref"" data-verses=""17"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">Matthew 3:17</span>)."
"40","0.9596","HIGH","When we accept Jesus by faith, we receive salvation and the seal of the Holy Spirit.","When we receive Jesus by faith, we receive salvation and the seal of the Holy Spirit."
"41","1.0","HIGH","<span class=""x-scripture"" data-book=""EPH"" data-chapter=""1"" data-lang=""en"" data-type=""quote"" data-verses=""13-14"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">","<span class=""x-scripture"" data-book=""EPH"" data-chapter=""1"" data-lang=""en"" data-type=""quote"" data-verses=""13-14"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">"
"42","0.9941","HIGH","> **<u>Ephesians 1:13-14</u>** (NKJV)\\n>\\n> In Him you also trusted, after you heard the word of truth, the gospel of your salvation; in whom also, having believed, you were sealed with the Holy Spirit of promise,\\n>\\n> who is the guarantee of our inheritance until the redemption of the purchased possession, to the praise of His glory.\\n>","> **<u>Ephesians 1:13-14</u>** (NKJV)\\n>\\n> In Him you also, after hearing the word of truth, the gospel of your salvation, trusted in Him; and in Him, when you believed, you were sealed with the Holy Spirit of promise,\\n>\\n> who is the guarantee of our inheritance until the redemption of the purchased possession, to the praise of His glory.\\n>"
"43","1.0","HIGH","</span>","</span>"
"44","0.9731","HIGH","This seal is not metaphorical but is literal. It serves as a sign of our redemption and is a down payment on the full inheritance we receive as children of God. Romans 8 describes that through the new birth we receive the same exact Spirit of God that raised Christ from the dead in our mortal bodies and we become the literal temple of the Holy Spirit (<span class=""x-scripture"" data-book=""2CO"" data-chapter=""6"" data-lang=""en"" data-type=""ref"" data-verses=""16"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">2 Corinthians 6:16</span>).","This seal is not metaphorical, but real. It is the sign of our redemption and the down payment of the full inheritance we are to receive as God's children. Romans 8 tells us that through the new birth we receive in our mortal bodies the very Spirit of God who raised Christ from the dead, and we become the real temple of the Holy Spirit (<span class=""x-scripture"" data-book=""2CO"" data-chapter=""6"" data-lang=""en"" data-type=""ref"" data-verses=""16"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">2 Corinthians 6:16</span>)."
"45","0.9845","HIGH","This receiving of God's Spirit transforms us, and it causes rivers of living water to flow from us (<span class=""x-scripture"" data-book=""JHN"" data-chapter=""7"" data-lang=""en"" data-type=""ref"" data-verses=""38"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">John 7:38</span>). This renewal is immediate and complete but continues through our entire lives. The river of the Holy Spirit should never stop flowing in our lives!","Receiving the Spirit of God transforms us, and causes rivers of living water to flow from within us (<span class=""x-scripture"" data-book=""JHN"" data-chapter=""7"" data-lang=""en"" data-type=""ref"" data-verses=""38"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">John 7:38</span>). This renewal is immediate and complete, yet it continues throughout our entire lives. The river of the Holy Spirit should never stop flowing in our lives!"
"46","0.966","HIGH","Through salvation and the indwelling of the Holy Spirit we can abide in Christ and He in us. God’s Spirit is no longer stuck on the outside but can dwell deeply with us. We can walk in communion and harmony with God from now through eternal life.","Through salvation and the indwelling of the Holy Spirit we can abide in Christ and He in us. The Spirit of God is no longer left outside, but can dwell with us deeply. From now into eternal life we can walk in fellowship and harmony with God."
"47","0.9434","HIGH","There is much more to say about the inward work of the Holy Spirit and His role on our sanctification, but that will be discussed in the chapter on sanctification.","There is much to be said about the inner work of the Holy Spirit and His role in sanctification, but this will be discussed in the chapter on sanctification."
"48","0.936","HIGH","### Upward-The Holy Spirit Testifies of Jesus","### Upward - The Holy Spirit testifies about Jesus"
"49","0.9662","HIGH","The Holy Spirit is from God and is of God. As Jesus said He did nothing except the father show Him (<span class=""x-scripture"" data-book=""JHN"" data-chapter=""5"" data-lang=""en"" data-type=""ref"" data-verses=""19"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">John 5:19</span>), the Holy Spirit too does nothing unless it's directed from the father. Because the Holy Spirit is the helper, He does not work on His own accord, but works in perfect harmony with the father.","The Holy Spirit is from God and is God's. Just as Jesus said that He does nothing except what the Father shows Him (<span class=""x-scripture"" data-book=""JHN"" data-chapter=""5"" data-lang=""en"" data-type=""ref"" data-verses=""19"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">John 5:19</span>), so the Holy Spirit also does nothing without the Father's direction. Because the Holy Spirit is the Helper, He does not act on His own, but works in perfect harmony with the Father."
