# Drift report generated 2026-01-30T14:54:20.361230
# Source file: /Users/andnie01/repo/pers/principles-of-faith/english/chapters/chapter4_chapter_4_jesus_the_messiah.md
# Back translation: /Users/andnie01/repo/pers/kli-translation-pipeline_principles-of-faith/chinese/pipeline2/backtranslation/chapters/chapter4_chapter_4_jesus_the_messiah.md
"id","similarity","translation_quality","source","back_translation"
"1","0.8911","MEDIUM","Building on our study of sin, we concluded that sin exacts a serious price, against those whom sin is committed and must be restored, and for those who commit sin and must make restitution. The price of sin must be paid. In the Old Testament God established a series of sacrifices performed by priests, individuals, and communities to deal with, resolve, and adjudicate sin.","Based on our study of sin, we conclude: sin exacts a severe cost——the wronged party must be restored；the one who sins must make restitution. The price of sin must be paid. In the Old Testament, God established a series of offerings presented by priests, individuals, and the community to address, resolve, and adjudicate sin。"
"2","0.9107","MEDIUM","Even with all the sacrifices for sin, they still weren’t enough-not because God failed, but because people continued to choose sin. While animal sacrifice could provide limited atonement, no amount of animal sacrifice was able to change the sinful nature of men.","Even with all these atoning sacrifices, they were still not enough——not because God failed, but because people continued to choose to sin。Animal sacrifices could provide limited atonement, but no amount of animal sacrifice could change the sinful nature of humans。"
"3","0.9546","HIGH","God had a wonderful plan, the <u>Messiah</u> (in Hebrew ***Mashiach,*** pronounced *Mah-shee-ahkh -* **H4899**) also known as the <u>Christ</u> (in Greek ***Christos,*** pronounced *Khris-tos* - **G5547**) meaning “Anointed one""; someone consecrated for a special role (e.g., king, priest, or deliverer).","God had a marvelous plan, <u>Messiah</u> (Hebrew ***Mashiach,*** pronounced *Mah-shee-ahkh -* **H4899**), also called <u>Christ</u> (Greek ***Christos,*** pronounced *Khris-tos* - **G5547**), meaning “Anointed One”; someone set apart for a special role (for example, a king, priest, or deliverer)。"
"4","0.9295","HIGH","To understand who Jesus is, it helps to look at what people in His time were hoping the Messiah would be. These expectations shaped how they viewed Jesus and, in many cases, why they struggled to recognize Him as the fulfillment of God’s plan.","To understand who Jesus is, it helps to look at what people in His time hoped the Messiah would be like。These expectations shaped how they viewed Jesus and, in many cases, explain why they struggled to recognize Him as the fulfillment of God’s plan。"
"5","0.8685","MEDIUM","## Historical Context","## Historical Background"
"6","0.9139","MEDIUM","The Jewish people had long awaited a coming Messiah. Jewish beliefs about the Messiah during the time just before Jesus were shaped by Old Testament prophecies, the interpretations of which were diverse and not universally agreed upon. Most Jews expected the Messiah to be a political and military leader who would deliver Israel from foreign oppression (primarily Roman rule) and restore the Davidic kingdom. Here’s an overview of common Messianic expectations and how they aligned (or did not align) with biblical prophecy:","The Jewish people had long been waiting for a coming Messiah。In the period before Jesus, Jewish beliefs about the Messiah were shaped by Old Testament prophecies, with interpretations that varied and were not universally agreed upon。Most Jews expected the Messiah to be a political and military leader who would deliver Israel from Gentile oppression (primarily Roman rule) and restore the kingdom of David。Below is an overview of some common Messianic expectations and how they do (or do not) align with biblical prophecy："
"7","0.9929","HIGH","### Common Jewish Expectations of the Messiah Before Jesus","### Common Jewish Expectations of the Messiah before Jesus"
"8","0.9999","HIGH","### **1. A Political and Military Deliverer**","### **1. A Political and Military Deliverer**"
"9","0.9068","MEDIUM","- **Belief:** The Messiah would be a king like David, leading Israel in a victorious revolt against foreign powers and restoring Israel's independence.","- **Belief:** The Messiah would be a king like David, lead Israel to victory over foreign powers, and restore Israel’s independence。"
"10","0.9831","HIGH","- **Scriptures Referenced:** <span class=""x-scripture"" data-book=""ISA"" data-chapter=""9"" data-lang=""en"" data-type=""ref"" data-verses=""6-7"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">Isaiah 9:6-7</span>, <span class=""x-scripture"" data-book=""JER"" data-chapter=""23"" data-lang=""en"" data-type=""ref"" data-verses=""5-6"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">Jeremiah 23:5-6</span>, <span class=""x-scripture"" data-book=""ZEC"" data-chapter=""9"" data-lang=""en"" data-type=""ref"" data-verses=""9-10"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">Zechariah 9:9-10</span>.","- **Scripture references:** <span class=""x-scripture"" data-book=""ISA"" data-chapter=""9"" data-lang=""en"" data-type=""ref"" data-verses=""6-7"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">Isaiah 9:6-7</span>, <span class=""x-scripture"" data-book=""JER"" data-chapter=""23"" data-lang=""en"" data-type=""ref"" data-verses=""5-6"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">Jeremiah 23:5-6</span>, <span class=""x-scripture"" data-book=""ZEC"" data-chapter=""9"" data-lang=""en"" data-type=""ref"" data-verses=""9-10"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">Zechariah 9:9-10</span>."
