# Drift explanation generated 2026-01-30T00:09:03.847877
# Source drift file: /Users/andnie01/repo/pers/kli-translation-pipeline_principles-of-faith/farsi/pipeline2/analysis/chapters/drift_report_chapter4_chapter_4_jesus_the_messiah_vs_chapter4_chapter_4_jesus_the_messiah.csv
"id","similarity","translation_quality","meaning_change","type","summary","source","back_translation"
"5","0.8367","LOW","no","paraphrase","The terms 'context' and 'background' are synonymous in this instance, and both phrases convey the same idea of providing historical information without altering the original meaning.","## Historical Context","## Historical background"
"26","0.9175","MEDIUM","no","paraphrase","Both paragraphs convey the same idea that justice is viewed primarily in political and societal terms rather than spiritual ones, with no significant change in meaning.","- **Interpretation:** Justice was expected to be primarily political and societal rather than spiritual.","- **Interpretation:** The expected justice was largely political and social, not spiritual."
"46","0.8418","LOW","no","paraphrase","Both paragraphs convey the same core concepts of deliverance, forgiveness, and freedom, with only slight variations in wording that do not alter the overall meaning.","- Deliverance - forgiveness, pardon of sin, freedom.","- Release - pardon, forgiveness of sin, freedom."
"48","0.8573","MEDIUM","no","paraphrase","Both paragraphs convey the same idea of a group of people to whom He came, with no significant change in meaning or intent.","The people He came to were:","Those to whom He came were:"
"53","0.9004","MEDIUM","no","paraphrase","The back-translation maintains the original intent and meaning, simply rephrasing 'by' to 'as follows' without altering the doctrinal or logical implications.","Jesus transformed these broken people by:","Jesus transformed these broken people as follows:"
"54","0.8423","LOW","no","paraphrase","Both phrases convey the same concept of regaining vision, with 'recovering sight' and 'restoration of sight' being synonymous in meaning.","- Recovering sight","- Restoration of sight"
"55","0.6892","CRITICAL","yes","doctrinal","The original phrase 'set in a state of liberty' implies a condition or state of being free, while 'setting at liberty' suggests an action of releasing or freeing someone. This shifts the focus from a state of existence to an act, altering the doctrinal meaning regarding the nature of liberty.","- Set in a state of liberty","- Setting at liberty"
"60","0.887","MEDIUM","no","paraphrase","The terms 'necessary' and 'essential' are synonymous in this context, conveying the same core idea about the importance of Jesus's work without altering the doctrinal meaning or intent.","### The Necessary Work of Jesus","### The Essential Work of Jesus"
"70","0.8857","MEDIUM","no","paraphrase","Both paragraphs convey the same core idea of being kept safe from danger, with slight variations in wording but no significant change in meaning.","- Implies being kept safe, protected, or preserved from danger.","- Connotes being kept, protected, or shielded from danger."
"72","0.8233","LOW","yes","doctrinal","The original emphasizes 'soundness,' which can imply a broader concept of wholeness beyond just health, while the back-translation focuses specifically on 'health,' potentially narrowing the scope of restoration.","- Includes the restoration to a state of completeness or soundness.","- Involves being restored to a state of completeness or health."
"90","0.9193","MEDIUM","yes","doctrinal","The term 'spiritually regenerated' emphasizes a theological concept of transformation and renewal, while 'new birth' suggests a more simplistic understanding of spiritual awakening. This change can affect the depth of meaning regarding the nature of spiritual change and its implications in Christian doctrine.","2.  We became spiritually **regenerated** and received the indwelling of the Holy Spirit. (<span class=""x-scripture"" data-book=""1CO"" data-chapter=""6"" data-lang=""en"" data-type=""ref"" data-verses=""19"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">1 Corinthians 6:19</span>).","2.  We received **new birth** spiritually and the indwelling of the Holy Spirit. (<span class=""x-scripture"" data-book=""1CO"" data-chapter=""6"" data-lang=""en"" data-type=""ref"" data-verses=""19"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">1 Corinthians 6:19</span>)."
