# Drift explanation generated 2026-01-30T00:16:39.835665
# Source drift file: /Users/andnie01/repo/pers/kli-translation-pipeline_principles-of-faith/farsi/pipeline2/analysis/chapters/drift_report_chapter13_chapter_13_spiritual_authority_vs_chapter13_chapter_13_spiritual_authority.csv
"id","similarity","translation_quality","meaning_change","type","summary","source","back_translation"
"18","0.8242","LOW","yes","doctrinal","The original phrase 'To judge humanity' implies an active role in the judgment process, suggesting authority and responsibility. In contrast, 'For the judgment of humanity' suggests a purpose or reason for judgment, which alters the emphasis from the act of judging to the concept of judgment itself.","- To judge humanity","- For the judgment of humanity"
"38","0.9118","MEDIUM","yes","doctrinal","The original paragraph refers specifically to 'demons,' which implies a more defined category of malevolent spiritual beings, while the back-translation uses 'evil spirits,' which could be interpreted more broadly and may encompass a wider range of negative spiritual entities. This change can affect the doctrinal understanding of the nature and authority over these forces.","### Authority Over Demons and Spiritual Forces","### Authority over evil spirits and spiritual forces"
"74","0.9083","MEDIUM","no","paraphrase","The back-translated paragraph maintains the original's doctrinal meaning, logical relationships, and intent, presenting the same concepts regarding Jesus' authority and its divine origin without significant changes.","Now that we have looked at precisely what authority is we need to know who the source of that authority is. Jesus’ authority is both divine and delegated. It originates from God the Father, is affirmed through His death and resurrection, and operates in perfect harmony with the Father’s will. Though absolute, His authority respects human free will, demonstrating God’s love rather than forceful control.","Now that we have examined precisely what authority is، we must know from whom that authority originates. Jesus’ authority is both divine and delegated. This authority originates from God the Father، is confirmed by his death and resurrection، and operates in complete harmony with the Father’s will. His authority, though absolute، respects human free will and demonstrates God’s love rather than coercive control."
"76","0.912","MEDIUM","no","paraphrase","The back-translated paragraph maintains the same doctrinal meaning and logical relationships as the original, conveying the same theological concepts regarding Jesus' authority, victory, and exaltation without introducing any significant changes.","While Jesus had inherent authority as God’s Son, His victory over sin, death, and hell was fully established through His death and resurrection. Christ’s obedience in His sacrifice led to His exaltation (seated at the right hand of the Father), securing His authority over all creation. By conquering death, Christ gained absolute dominion over life and eternity.","Although Jesus, as the Son of God, had inherent authority، his victory over sin، death، and hell was fully established through his death and resurrection. Christ’s obedience in his sacrifice led to his exaltation (sitting at the right hand of the Father)، and established his authority over all creation. By overcoming death، Christ obtained absolute rule over life and eternity."
"80","0.8926","MEDIUM","no","paraphrase","Both paragraphs convey the same core idea that Jesus, despite having all authority, exercises it in alignment with the Father's intentions. The wording is slightly altered, but the overall meaning remains unchanged.","Even though Jesus has all authority, He uses it in full agreement with the Father’s heart and purpose:","Although Jesus has all authority, He exercises it in complete harmony with the Father's heart and purpose:"
"114","0.8964","MEDIUM","no","paraphrase","The back-translated paragraph maintains the same conceptual meaning as the original, using different wording but conveying the same ideas about authority from Christ and its expression through prayer and laying on of hands.","The authority we’ve received from Christ is put into operation through our expression. Many times, this expression is verbalized in prayer, or in speaking, but in many cases is also expressed through the laying on of hands.","The authority we have received from Christ is activated through our declaration. Many times, this declaration is expressed in prayer, or in speaking, but in many cases it is also expressed through the laying on of hands."
"158","0.8669","MEDIUM","no","paraphrase","The back-translation maintains the same doctrinal meaning and intent as the original, simply rephrasing it without altering the core message.","The scriptures describe the work and activity of the devil as:","The Bible describes the work and activity of the devil as follows:"
"162","0.8461","LOW","yes","doctrinal","The original uses 'afflicts,' which implies a broader range of suffering, while 'torments' in the back-translation suggests a more intense and specific form of suffering. This change can affect the understanding of the nature and severity of the harm being described.","- Afflicts and Harms *(<span class=""x-scripture"" data-book=""JOB"" data-chapter=""1"" data-lang=""en"" data-type=""ref"" data-verses=""12"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">Job 1:12</span>; <span class=""x-scripture"" data-book=""LUK"" data-chapter=""13"" data-lang=""en"" data-type=""ref"" data-verses=""16"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">Luke 13:16</span>)*","- He torments and harms *(<span class=""x-scripture"" data-book=""JOB"" data-chapter=""1"" data-lang=""en"" data-type=""ref"" data-verses=""12"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">Job 1:12</span>; <span class=""x-scripture"" data-book=""LUK"" data-chapter=""13"" data-lang=""en"" data-type=""ref"" data-verses=""16"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">Luke 13:16</span>)*"
"166","0.9113","MEDIUM","yes","doctrinal","The back-translated paragraph suggests a broader implication by stating 'every lie someone believes' and 'every ailment in their body,' which may imply a more universal application of demonic influence, whereas the original specifies 'not every lie' and 'infirmity in their body,' indicating a more nuanced understanding of the relationship between personal struggles and demonic influence.","It's important to note that not every lie a person believes, infirmity in their body, or stronghold in their life is the direct result of demonic influence, but these places of woundedness are places where the enemy can exploit us and keep us in a place of frustration and oppression.","It is important to note that every lie someone believes, every ailment in their body, or every stronghold in their life is not necessarily the direct result of the evil one’s influence, but these points of wounding are places where the enemy can exploit us and keep us in a state of defeat and oppression."
"179","0.8403","LOW","no","paraphrase","The back-translated paragraph maintains the same essential meaning as the original, using different words but conveying the same idea of caution regarding demonic or evil forces in the scriptures.","There are two major cautions in the scriptures when dealing with the demonic:","There are two primary warnings in the Scriptures when dealing with evil forces:"
