# Drift report generated 2026-01-30T16:23:42.823346
# Source file: /Users/andnie01/repo/pers/principles-of-faith/english/chapters/chapter6_chapter_6_faith_toward_god.md
# Back translation: /Users/andnie01/repo/pers/kli-translation-pipeline_principles-of-faith/punjabi/pipeline2/backtranslation/chapters/chapter6_chapter_6_faith_toward_god.md
"id","similarity","translation_quality","source","back_translation"
"1","0.9258","HIGH","Faith is a bedrock concept in Christianity. Faith is such a commonly used word in Christianity that sometimes the meaning of the word is supplanted by subtle misconceptions and wrong understanding. But it’s not something you can hold in your hands-it’s something formed in your heart as you come to trust God. Persuasion is belief.","Faith is a foundational concept in Christianity. In Christianity, “faith” is such a commonly used word that at times its meaning gets altered by subtle misconceptions and misunderstandings. But it is not something you can hold with your hands—it is formed in your heart as you learn to trust God. Faith is persuasion."
"2","0.9291","HIGH","The writer of Hebrews instructs us that we are to have ‘faith towards God’.","The author of Hebrews teaches us that we should have “faith toward God.”"
"3","1.0","HIGH","<span class=""x-scripture"" data-book=""HEB"" data-chapter=""6"" data-lang=""en"" data-type=""quote"" data-verses=""1-2"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">","<span class=""x-scripture"" data-book=""HEB"" data-chapter=""6"" data-lang=""en"" data-type=""quote"" data-verses=""1-2"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">"
"4","1.0","HIGH","> **<u>Hebrews 6:1-2</u>** (NKJV)\\n>\\n> Therefore, leaving the discussion of the elementary principles of Christ, let us go on to perfection, not laying again the foundation of repentance from dead works and of faith toward God,\\n>\\n> of the doctrine of baptisms, of laying on of hands, of resurrection of the dead, and of eternal judgment.\\n>","> **<u>Hebrews 6:1-2</u>** (NKJV)\\n>\\n> Therefore, leaving the discussion of the elementary principles of Christ, let us go on to perfection, not laying again the foundation of repentance from dead works and of faith toward God,\\n>\\n> of the doctrine of baptisms, of laying on of hands, of resurrection of the dead, and of eternal judgment.\\n>"
"5","1.0","HIGH","</span>","</span>"
"6","0.9301","HIGH","In this chapter we will discuss what faith is, and is not, how to increase our faith, how we exercise our faith (obedience), the benefits of living a life of obedience, and practical steps to increasing our faith.","In this chapter we will consider what faith is, and what it is not, how we can grow our faith, how we practice our faith (obedience), the benefits of an obedient life, and practical steps to increase our faith."
"7","0.9627","HIGH","As we did in our study on repentance, let’s examine the Greek to set the stage for our study. Understanding these terms helps us see how faith is both directional (toward God) and relational (rooted in trust and persuasion).","As we did in our study on repentance, let’s take a look at the Greek as background for our study. Understanding these words helps us see that faith is directional (toward God) and relational (rooted in trust and persuasion)."
"8","1.0","HIGH","[See Table 5](../tables/table5.md)","[See Table 5](../tables/table5.md)"
"9","0.8775","MEDIUM","### Defining Faith","### Definition of Faith"
"10","0.9714","HIGH","Faith is a commonly misunderstood and misrepresented aspect of Christianity. As the saying goes, “there is a ditch on both sides of the road”! Because the word faith is so commonly used without proper explanation in our modern Christianity, it can come to pick up erroneous definitions amplified through misunderstanding. Faith is often portrayed either as a blanketed statement of abstracted belief or as an almost mystical power or “magic,” something you possess in a specific measured and limited amount.","Faith is an aspect of Christianity that is often misunderstood and misrepresented. As the saying goes, “There’s a ditch on both sides of the road”! Because in modern Christianity the word “faith” is used so commonly without proper explanation, it can take on wrong definitions amplified by misconceptions. Faith is often portrayed either as a vague blanket statement of belief, or as an almost mystical power or “magic”—something you possess in a fixed, measurable, and limited quantity."
"11","0.9938","HIGH","#### What Faith is Not","#### What Faith Is Not"
