# Drift report generated 2026-01-30T15:51:24.438359
# Source file: /Users/andnie01/repo/pers/principles-of-faith/english/chapters/chapter13_chapter_13_spiritual_authority.md
# Back translation: /Users/andnie01/repo/pers/kli-translation-pipeline_principles-of-faith/bengali/pipeline2/backtranslation/chapters/chapter13_chapter_13_spiritual_authority.md
"id","similarity","translation_quality","source","back_translation"
"1","0.9662","HIGH","Jesus is the ultimate and complete source of spiritual authority. As the triumphant Christ He has final authority over all things in heaven and the earth.","Jesus is the ultimate and complete source of spiritual authority. As the victorious Christ, He holds ultimate authority over everything in heaven and on earth."
"2","1.0","HIGH","<span class=""x-scripture"" data-book=""MAT"" data-chapter=""28"" data-lang=""en"" data-type=""quote"" data-verses=""18-20"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">","<span class=""x-scripture"" data-book=""MAT"" data-chapter=""28"" data-lang=""en"" data-type=""quote"" data-verses=""18-20"" data-version=""NKJV"" dir=""ltr"" style=""text-align: left;"">"
"3","0.9986","HIGH","> **<u>Matthew 28:18-20</u>** (NKJV)\\n>\\n> And Jesus came and spoke to them, saying, ""All authority has been given to Me in heaven and on earth.\\n>\\n> Go therefore and make disciples of all the nations, baptizing them in the name of the Father and of the Son and of the Holy Spirit,\\n>\\n> teaching them to observe all things that I have commanded you; and lo, I am with you always, even to the end of the age."" Amen.\\n>","> **<u>Matthew 28:18-20</u>** (NKJV)\\n>\\n> And Jesus came and spoke to them, saying, “All authority has been given to Me in heaven and on earth.\\n>\\n> Go therefore and make disciples of all the nations, baptizing them in the name of the Father and of the Son and of the Holy Spirit,\\n>\\n> teaching them to observe all things that I have commanded you; and lo, I am with you always, even to the end of the age.” Amen.\\n>"
"4","1.0","HIGH","</span>","</span>"
"5","0.9869","HIGH","In this chapter we will study the authority and power of Christ, which authorities and powers He has delegated to us (His church), and how to operate in the authority of the name of Jesus. We will also study angelic and demonic beings and examine their authority, power, and natures.","In this chapter we will study the authority and power of Christ, the authority and power He has delegated to us (His church), and how to operate in the authority given in Jesus’ name. We will also study angelic and demonic beings and examine their authority, power, and nature."
"6","0.9842","HIGH","Authority means having the right to act. Power is the ability to carry it out. Both are essential in the spiritual life. Authority is different from power. Let’s look at the following table which compares authority &amp; power and consider a few examples.","Authority means having the right to act. Power is the ability to carry it out. Both are essential in the spiritual life. Authority is different from power. Let’s look at the following list that compares authority and power and consider a few examples."
"7","0.9999","HIGH","[See Table 7](../tables/table7.md)","[See Table 7](../tables/table7.md)"
"8","0.9728","HIGH","Here are a few examples to help understand the difference between power and authority.","Here are a few examples to illustrate the difference between power and authority."
"9","0.9034","MEDIUM","Example 1: At work, an employee may have the talents and skills to conduct a sale of the company's assets (power). This power is lawful if they also have the associated permission (authority) from the company’s owners. Without this authority, selling the company's assets is theft.","Example 1: In the workplace, an employee may have the talent and skill (power) to sell the company’s assets. This power is legitimate if they also have the relevant authorization (authority) from the owners of the company. Selling the company’s assets without this authority is theft."
"10","0.9675","HIGH","Example 2: A police officer is given special training in weapons and hand-to-hand combat to learn how to apprehend and physically compel a criminal (power). Police officers have been given the job responsibility backed up by laws (authority) to enforce criminal statutes.","Example 2: A police officer is given special training in weapons and hand-to-hand combat to learn how to arrest and physically subdue an offender (power). Police officers are given a legally sanctioned job responsibility (authority) to enforce criminal statutes."
