# Drift explanation generated 2026-01-30T16:27:29.478266
# Source drift file: /Users/andnie01/repo/pers/kli-translation-pipeline_principles-of-faith/punjabi/pipeline2/analysis/chapters/drift_report_chapter1_chapter_1_sound_doctrine_matters_vs_chapter1_chapter_1_sound_doctrine_matters.csv
"id","similarity","translation_quality","meaning_change","type","summary","source","back_translation"
"1","0.6647","CRITICAL","no","paraphrase","Both paragraphs convey the same core idea about doctrine as central truths rooted in Scripture and lived out by believers, with no significant changes in meaning or intent.","Doctrine simply means the core truths we believe and teach-truths passed on by faithful people of God, rooted in Scripture, and lived out in our daily walk.","Teaching, in the simple sense, means the central truths we believe and teach—truths that have been transmitted by God’s faithful people, rooted in Scripture, and lived out in our daily conduct।"
"2","0.8411","LOW","yes","doctrinal","The original uses 'doctrine', which implies a formal set of beliefs, while the back-translation uses 'teaching', which can be broader and less formal. This change affects the doctrinal emphasis of the instruction given by Jesus.","When Jesus instructed His church to ‘teach’, He was instructing them to share His doctrine.","When Jesus commanded His church to ‘teach’, He was commanding them to share His teaching।"
"4","0.9189","MEDIUM","no","paraphrase","The back-translated paragraph maintains the same doctrinal meaning and intent as the original, with only minor variations in wording and punctuation that do not alter the overall message.","> **<u>Matthew 28:18-20</u>** (NKJV)\\\\n>\\\\n> And Jesus came and spoke to them, saying, ""All authority has been given to Me in heaven and on earth.\\\\n>\\\\n> Go therefore and make disciples of all the nations, baptizing them in the name of the Father and of the Son and of the Holy Spirit,\\\\n>\\\\n> teaching them to observe all things that I have commanded you; and lo, I am with you always, even to the end of the age."" Amen.\\\\n>","> **<u>Matthew 28:18-20</u>** (NKJV)\\\\n>\\\\n> And Jesus came and spoke to them, ""All authority in heaven and on earth has been given to Me।\\\\n>\\\\n> Go therefore and make disciples of all nations, baptizing them in the name of the Father and of the Son and of the Holy Spirit,\\\\n>\\\\n> teaching them to observe all things that I have commanded you; and behold, I am with you always, to the end of the age. Amen।\\\\n>"
"6","0.8895","MEDIUM","yes","doctrinal","The original paragraph uses 'instructing' which implies a teaching role, while 'commanding' in the back-translation suggests a more authoritative and obligatory tone. This changes the perception of Jesus' relationship to His followers regarding the learning and sharing of His teachings.","In other words, Jesus is instructing all of us to learn His teachings and to replicate them in others.","In other words, Jesus is commanding all of us to learn His teachings and reproduce them in others।"
"18","0.9191","MEDIUM","no","paraphrase","The back-translated paragraph maintains the same core message as the original, emphasizing the necessity of building one's life on faith to withstand various challenges. The differences in word choice do not alter the overall meaning or intent.","We cannot expect our lives to stand strong in the face of difficulties, challenges, tribulations, persecutions, or just ordinary life if we have not built our lives on the strong rock of faith.","We cannot expect our lives to stand strong in the face of hardships, challenges, tribulations, sufferings, or simply everyday life, if we have not built our lives on the solid rock of faith।"
"27","0.8964","MEDIUM","yes","doctrinal","The original emphasizes knowledge of the truth as the outcome of continuing in His word, while the back-translation shifts the focus to recognition of the truth, which may imply a less active engagement with the truth compared to knowledge.","Being Jesus' disciple is only possible by continuing in His word (his logos)! The result of continuing in His word is our knowledge of the truth, which makes us free!","Being a disciple of Jesus is only possible by abiding in His word (His Logos)! Abiding in His word results in our recognition of the truth, which sets us free!"
"32","0.855","MEDIUM","no","paraphrase","Both paragraphs convey the same reassuring message that support is available, with only a slight variation in wording. The essence of not facing a challenge alone remains unchanged.","Don’t worry, we do not have to go this alone.","Don’t worry, we don’t have to walk this path alone."
"41","0.9043","MEDIUM","yes","doctrinal","The original implies that the church is already in a state of maturity and action due to the gifts given, while the back-translation suggests that God is the one actively bringing us to maturity, indicating a more passive role for the church in the process.","God has given the church these special gifts to bring us to maturity, so we can and are:","God has given the Church these special gifts so that He may bring us to maturity, so that we may be and do:"
"43","0.85","LOW","no","paraphrase","The back-translation 'united in the faith' retains the same conceptual meaning as 'unified in the faith,' with no significant changes in doctrinal, logical, or intentional aspects.","- Unified in the faith","- united in the faith"
"44","0.8861","MEDIUM","no","paraphrase","The phrases 'full of' and 'filled with' convey the same concept of possessing a significant amount of knowledge of God, maintaining the original intent and meaning without any doctrinal or logical changes.","- Full of the knowledge of God","- filled with the knowledge of God"
