# Drift explanation generated 2026-01-30T15:01:37.902457
# Source drift file: /Users/andnie01/repo/pers/kli-translation-pipeline_principles-of-faith/chinese/pipeline2/analysis/chapters/drift_report_chapter1_chapter_1_sound_doctrine_matters_vs_chapter1_chapter_1_sound_doctrine_matters.csv
"id","similarity","translation_quality","meaning_change","type","summary","source","back_translation"
"1","0.8967","MEDIUM","no","paraphrase","Both paragraphs convey the same core idea about doctrine as essential truths rooted in Scripture and lived out by believers, with no significant changes in meaning or intent.","Doctrine simply means the core truths we believe and teach-truths passed on by faithful people of God, rooted in Scripture, and lived out in our daily walk.","Doctrine, simply put, is the core truths we believe and teach - truths passed down by God's faithful people, rooted in Scripture, and lived out in our daily lives."
"6","0.9177","MEDIUM","yes","doctrinal","The original paragraph suggests a more voluntary and encouraging approach to learning and replicating Jesus' teachings, while the back-translated version implies a commanding tone, which alters the perception of Jesus' intent from guidance to obligation.","In other words, Jesus is instructing all of us to learn His teachings and to replicate them in others.","In other words, Jesus was commanding all of us to learn His teachings and reproduce them in others."
"18","0.8643","MEDIUM","no","paraphrase","Both paragraphs convey the same core message about the necessity of building one's life on faith to withstand various challenges. The wording differs slightly, but the overall intent and doctrinal meaning remain consistent.","We cannot expect our lives to stand strong in the face of difficulties, challenges, tribulations, persecutions, or just ordinary life if we have not built our lives on the strong rock of faith.","If we have not built our lives on the solid rock of faith, we cannot expect to remain standing in the face of difficulties, challenges, suffering, persecution, or even ordinary daily life。"
"19","0.8942","MEDIUM","no","paraphrase","Both paragraphs convey the same core message about the necessity of active participation and discipline in both physical fitness and faith to fully benefit from membership, without altering the doctrinal or logical relationships.","It takes more than a gym membership to make a person healthy and physically fit. You must continue in the discipline of the gym to get the full benefits of membership. Likewise, we cannot merely attend a church or casually claim to be Christians, we all must become educated, trained, equipped, disciplined in the faith, only then will we realize the full benefits of membership!","Simply having a gym membership card does not make a person healthy or fit。 You must train consistently at the gym to receive the full benefits of the membership。 Likewise, we cannot just show up at church or casually claim to be Christians； we all must be educated, trained, equipped, and exercised in the faith, and only then will we truly enjoy all the benefits of membership！"
"20","0.8792","MEDIUM","no","paraphrase","Both paragraphs convey the same core message about the importance of not only personal spiritual growth but also the responsibility to teach and disciple others in the faith. The differences in wording do not alter the underlying meaning.","Jesus’ charge extends beyond us. It’s great that we become whole, healthy, disciplined, submitted to God, but we must teach, train, equip, lead, and disciple others into the faith as well!","Jesus' commission does not end with ourselves. It is good for us to become whole, healthy, disciplined, and obedient to God, but we must also teach, train, equip, and lead others, and make them disciples, bringing them into this faith!"
"27","0.9089","MEDIUM","no","paraphrase","Both paragraphs convey the same core message about the necessity of abiding in Jesus' word to know the truth that leads to freedom, with only slight variations in wording and structure.","Being Jesus' disciple is only possible by continuing in His word (his logos)! The result of continuing in His word is our knowledge of the truth, which makes us free!","To be a disciple of Jesus is only possible by continually abiding in His word (His logos)! The result of continually abiding in His word is that we come to know the truth, and the truth sets us free!"
"32","0.8708","MEDIUM","no","paraphrase","The back-translated paragraph maintains the same reassuring intent and logical relationship as the original, simply omitting the word 'this' without altering the overall meaning.","Don’t worry, we do not have to go this alone.","Don't worry, we don't have to go alone."
"34","0.9179","MEDIUM","yes","doctrinal","The original phrase 'His recorded words in the scriptures' suggests a broader scope of divine revelation, while the back-translation specifies 'His recorded word, contained in the Bible,' which may imply a more limited interpretation focused solely on the Bible as the singular source of God's word.","2.  God has given us His recorded words in the scriptures.","2.  God has given us His recorded word, contained in the Bible."
"41","0.8537","MEDIUM","yes","doctrinal","The original suggests that God has already given gifts to the church for the purpose of maturity, implying a current state of being. The back-translation implies a future potential, suggesting that maturity is something to be achieved rather than a present reality.","God has given the church these special gifts to bring us to maturity, so we can and are:","God gave these special gifts to the church to lead us toward maturity, so that we would be able and become:"
"43","0.8795","MEDIUM","no","paraphrase","The terms 'unified' and 'united' convey similar concepts of togetherness in faith, resulting in no significant change in meaning.","- Unified in the faith","- United in the faith"
