# Drift explanation generated 2026-01-30T16:05:22.138149
# Source drift file: /Users/andnie01/repo/pers/kli-translation-pipeline_principles-of-faith/bengali/pipeline2/analysis/chapters/drift_report_chapter12_chapter_12_discipleship_vs_chapter12_chapter_12_discipleship.csv
"id","similarity","translation_quality","meaning_change","type","summary","source","back_translation"
"2","0.8603","MEDIUM","no","paraphrase","Both paragraphs convey the same core idea that discipleship is central to the Great Commission as defined by Jesus, with only slight variations in wording.","Discipleship is the primary command in the Great Commission. Jesus defined this mission in:","In the Great Commission, discipleship is the primary charge. Jesus defined this mission:"
"20","0.9062","MEDIUM","no","paraphrase","The back-translated paragraph maintains the same conceptual meaning as the original, with only slight variations in wording. Both emphasize the apprentice model's focus on the student-teacher relationship over the curriculum.","The paradigm of the didactic model has not always been the norm. The model and method used in Jesus’ age was the *apprentice model.* This model of learning emphasizes knowledge being more ‘caught than taught’ and focuses more on the relationship between student and teacher, than student and curriculum.","The instructional model paradigm has not always been the standard. In Jesus’ time the model and method used was the *apprenticeship model.* This learning model emphasizes that knowledge is ‘more caught than taught’ and focuses more on the student–teacher relationship than on the student and the curriculum."
"21","0.9132","MEDIUM","no","paraphrase","The back-translated paragraph maintains the same conceptual meaning as the original, with only slight variations in wording and phrasing, such as 'didactic model' to 'instructional model' and 'impact' to 'influence'.","The didactic model gradually became the default method over about a millennium, from the first medieval universities of Europe in the 11<sup>th</sup> - 13<sup>th</sup> centuries, the invention of the printing press in the 15<sup>th</sup> century, the enlightenment of the 17<sup>th</sup> &amp; 18<sup>th</sup> century, and the impact of industrial revolution on information and education in the 19<sup>th</sup> &amp; 20<sup>th</sup> centuries.","The instructional model gradually became the default approach over nearly a millennium, through Europe’s first medieval universities in the 11<sup>th</sup> - 13<sup>th</sup> centuries, the invention of the printing press in the 15<sup>th</sup> century, the Enlightenment of the 17<sup>th</sup> &amp; 18<sup>th</sup> centuries, and the influence of the Industrial Revolution on information and education in the 19<sup>th</sup> &amp; 20<sup>th</sup> centuries."
"22","0.8973","MEDIUM","no","paraphrase","Both paragraphs convey the same idea that the instructional model (didactic model) is more scalable than the apprenticeship model, specifically in the context of MOOCs accommodating many students compared to a limited number of apprentices under a master.","The advantage of the didactic model is that it can scale more efficiently than the apprentice model. Massively open online courses (MOOCs) can have thousands of students at the same time, whereas even a very skilled master can only have perhaps a few dozen apprentices concurrently.","A benefit of the instructional model is that it can scale more efficiently than the apprenticeship model. Massive open online courses (MOOCs) can accommodate thousands of students at the same time, whereas a highly skilled master may be able to have only a few dozen apprentices at once."
"23","0.8751","MEDIUM","no","paraphrase","The back-translated paragraph maintains the same doctrinal meaning and logical relationships as the original, with only slight variations in wording that do not affect the overall intent.","The result of the didactic model is that the student has mastery of content, however the student does not become like the teacher. The teacher is a facilitator for the curriculum. The teacher imparts knowledge.","The result of the instructional model is that the student gains mastery of the subject matter, but the student does not become like the teacher. The teacher serves as a facilitator of the curriculum. The teacher imparts knowledge."
"25","0.8982","MEDIUM","no","paraphrase","Both paragraphs convey the same idea that the instructional model is valuable in the Kingdom of God, using Jesus' apprenticeship with His disciples as an example. The terminology is slightly altered, but the core message remains unchanged.","The didactic model has its use and place in the Kingdom of God, a good example is this book or any other Christian educational material. Jesus as a rabbi, skilled and trained in the rabbinical method, practiced the apprentice model as the primary model for His disciples.","In the Kingdom of God the instructional model also has its use and place; a good example is this book or any other Christian instructional material. Jesus, as a Rabbi who was skilled and trained in the rabbinic method, practiced the apprenticeship model as the primary model for his disciples."
"26","0.91","MEDIUM","no","paraphrase","The back-translated paragraph maintains the same conceptual meaning as the original, simply altering the tense from present to past without changing the overall intent or doctrinal content.","Jesus describes the apprentice model in:","Jesus described the apprenticeship model:"
"39","0.8849","MEDIUM","no","paraphrase","The back-translated paragraph maintains the same conceptual meaning as the original, with slight variations in wording but no changes in doctrinal or logical relationships.","Every discipleship relationship goes through a progression of eight phases. The phases, or steps, are not purely isolated from each other, many times the relationship will flow between the phases. In each phase there is an emphasis for the disciple, and for the disciple-maker. We will study attributes of disciple-makers in depth later in this chapter.","Every discipling relationship progresses through eight stages. These stages, or steps, are not completely separate; often the relationship flows between the stages. In each stage there are distinct emphases for the disciple and the disciple-maker. Later in this chapter we will study the qualities of disciple-makers in depth."
"40","0.8544","MEDIUM","yes","doctrinal","The term 'phases' implies a more progressive or developmental process in discipleship, while 'steps' suggests a more linear or sequential approach. This subtle difference can affect the understanding of the discipleship process in a theological context.","The eight phases of discipleship are:","The eight steps of discipleship are:"
"43","0.8681","MEDIUM","yes","doctrinal","The term 'Demonstrating' implies an active process of showing or proving something, while 'Demonstration' refers to the act itself or the result of that process. This shift alters the focus from the action to the event, potentially changing the interpretation of the original intent.","3.  Demonstrating","3.  Demonstration"
